year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2013,no,Norway,Love,I Feed You My  Margaret Berger,,2.0,,13.0,,,3.0,120.0,,,,,Karin Park;Niklas Olovson;Robin Lynch,,"I Feed You My Love\n\nA cocoon in a silent tree\nThrough the dark night you listen to me\nWhen I whisper broken words in your ear\n\nAnd you push, you push me hard to the surface\nI'm blinded at heart, but you wake me\nYou wake me up from the snow where I was born\n\nNow I can see\nThe whole world is mine\nI can touch and feel\nI feed you my love\n\nYou put a knife against my back\nAnd you dare me to face the attack\nYou say for cowards, there's no reward\nFeel the heat\n\nOh… take my hand, I trust your word\nBring the fire, I don't care if it hurts\nI have the future on my tongue\nGive me a kiss\n\nNow I can see\nThe whole world is mine\nI can touch and feel\nSo I feed you my love\n\nYou put a knife against my back\nAnd you dare me to face the attack\nYou say for cowards, there's no reward\nI have the future on my tongue\n\nNow I can see, whoh…\nThe whole world iѕ mine\nI can touch and feel, mmh yeаh…\nSo I feed you my love\nFeed you my love\nSo I feed you my love",https://youtube.com/watch?v=tc6a4EV63uM
2013,mt,Malta,Tomorrow, Gianluca,,2.0,,6.0,,,4.0,118.0,,,,,Boris Cezek;Dean Muscat,,"Tomorrow\n\nWhoah… oh…\nWhoah… oh…\n\nHis name is Jeremy, working in IT\nNever questions why he has always been\nAn extra careful guy, sensitive and shy\nRisk assessment is his investment in a life of no surprise\nTill she walked into his life\n\nShe, spontaneous indeed, uncertainty's her creed\nShe has always been neither black or white\nJust a curious delight\nShe threw affection in his direction, a collection of her smiles\nAnd to his surprise, whoah…\n\nShe's like tomorrow, oh so distant\nShe just wants to play\nLike tomorrow, she is always one day away\nAll the time she slips away, it's close but yet so far\nIt's time to follow her tomorrow, whoah… oh…\nTime to follow her tomorrow, whoah… oh…\n\nHe fell for her too fast, we all thought it wouldn't last\n'Cause good ol' Jeremy likes his rigorous routine\n'Cause he only thinks today but tomorrow is her way\nSo find a new direction and you will be okay\n\nShe's like tomorrow, so distant, she just wants to play\nLike tomorrow, she is always one day away\nAll the time she slips away, it's close but yet so far\nIt's time to follow her tomorrow, oh… oh…\n\nTime to follow her tomorrow, oh… oh…\nTime to follow her tomorrow, oh… oh…\nTime to follow her tomorrow, oh… oh…\n\nShe's like tomorrow, oh so distant, she just wants to play\nLike tomorrow, she is always one day away\nOne day away (One day away)\nOne day away (One day away)\n\nAnd all the time she slips away, it's close but yet so fаr\nIt's time to follow her tomorrow (Oh… oh…)\nIt's time to follow her tomorrow (Oh… oh…)\nIt'ѕ time to follow her tomorrow",https://youtube.com/watch?v=VK4TvZeL6c0
2013,ro,Romania,Life,It's My  Cezar,,2.0,,17.0,,,5.0,83.0,,,,,Christian Faur,,"It's My Life\n\nLove is so bright\nLike a diamond in the light\nLove is so, so true\nI can paint my world in blue\n\nLove is so deep\nAnd it makes my life complete\nLike a mountain in the sky\nLove is high, so high\n\nIt's my life and I know it's not forever\nIt's my life and I'll share it all with you\nIt's my life, we were meant to be together\nI'll give my life to you\n\nLove is so strong\nIn the heart where you belong\nIt's a dream, a desire\nAnd is burning like a fire\n\nLove is so deep\nAnd it makes my life complete\nLike a mountain in the sky\nLove is high, so high\n\nIt's my life, it's my life, it's my life\nI'll find my story and fight for my glory of love, love…\n\nIt's my life and I know it's not forever\nIt's my life and I'll share it all with you\nIt's my life, we were meant to be together\nI'll give my life to you\n\nIt's my life and I know it's not forever\nIt's my life and I'll share it all with you\nIt'ѕ my life, we were meаnt to be together\nI'll give my life to you",https://youtube.com/watch?v=VgHWFiavqjA
2013,is,Iceland,líf,Ég á  Eythor Ingi,,2.0,,8.0,,,6.0,72.0,,,,,Örlygur Smári;Pétur Örn Guðmundsson,,"Ég á líf\n\nLagði ég af stað í það langa ferðalag\nÉg áfram gekk í villu eirðarlaus\nHugsaði ekki um neitt, ekki fram á næsta dag\nEinveru og friðsemdina kaus\n\nÉg á líf, ég á líf yfir erfiðleika svíf\nÉg á líf, ég á líf vegna þín\nÞegar móti mér blæs yfir fjöllin há ég klíf\nÉg á líf, ég á líf, ég á líf vegna þín\n\nÉg skildi ekki ástina sem öllu hreyfir við\nÞorði ekki að faðma og vera til\nFannst sem ætti ekki skilið að opna huga minn\nOg hleypa bjartri ástinni þar inn\n\nÉg á líf, ég á líf yfir erfiðleika svíf\nÉg á líf, ég á líf vegna þín\nÞegar móti mér blæs yfir fjöllin há ég klíf\nÉg á líf, ég á líf vegna þín\n\nOg ég trúi því, já ég trúi því\nKannski opnast fagrar gáttir himins\nYfir flæðir fegursta ástin hún umvefur mig alein\n\nÉg á líf, (ég á líf) yfir erfiðleika svíf\nÉg á líf, (ég á líf) vegna þín\nÞegar móti mér blæѕ yfir fjöllin há ég klíf\nÉg á líf, ég á líf vegnа þín\nÉg á líf, ég á líf, ég á líf",https://youtube.com/watch?v=GzE88IYzXLI
2013,am,Armenia,Planet,Lonely  Dorians,,2.0,,11.0,,,7.0,69.0,,,,,Tony Iommi,Vardan Zadoyan,"Lonely Planet\n\nWho's the one that starts a war?\nWho's dictating what is less and more?\nWho can change the night and day?\n\nWho's the one with clever face?\nThat can tell us what is in the space?\nPlaying games that none can play\n\nMaybe someday we'll break the wall\nMaybe the light will touch us all\n\nLonely planet, who has done it?\nWho can save you? Who can stop it?\nLonely planet, who has done it?\nWho can save you? Who can stop it?\n\nWho's the one that has the right?\nTreat us wrong and tell us what is right?\nBringing crowd against the squad\n\nWho has honesty to show?\nWho can tell us ""I don't know""?\nWho's the man and who's the god?\n\nMaybe someday we'll break the wall\nMaybe the light will touch us all\n\nLonely planet, who has done it?\nWho can save you? Who can stop it?\nLonely planet, who has done it?\nWho can save you? Who can stop it?\n\nLonely planet, we have done it\nWe can save you, we can stop it\nLonely planet, we have done it\nWe can save you, we can stop it\n\nWe can stop it, we can stop it\nWe can stop it, we cаn ѕtop it\nFor the world",https://youtube.com/watch?v=UGOSZ7Uufno
2013,hu,Hungary,Kedvesem, ByeAlex,,2.0,,12.0,,,8.0,66.0,,,,,ByeAlex;Zoohacker,ByeAlex,"Kedvesem\n\nAz én kedvesem egy olyan lány, akit\nFarkasok neveltek és\nTáncolt egy délibábbal\nMajd elillant csendesen\nAz én kedvesem\nŐ az én kedvesem\n\nAz én kedvesem egy olyan lány, akit\nÁtölel hét kontinens\nCsobban szép tengerekben\nS táncot lejt fent felhők közt\nA kedvesem\nŐ az én kedvesem\n\nMert nekem:\nNincs most más, csak a kedvesem, az én kedvesem\nŐ bárhol jár, az úgy jó nekem, az úgy jó nekem, mert\nMindig rám talál, az én kedvesem, az én kedvesem\nÚgy dúdolná: ez így jó nekem, ez így jó nekem, ez a dal\n\nAz én kedvesem egy olyan lány, akit\nHóbortos álmok tépnek\nKócos haját reggelente\nSzelek fonják\nEttől más a kedvesem\nŐ az én kedvesem\n\nAz én kedvesem a végtelennel\nÚjat húz és sosem retteg\nRozmaringból készít hintót\nTücskök húzzák, így nyugtat meg csendesen\nŐ az én kedvesem\n\nMert nekem:\nNincs most más, csak a kedvesem, az én kedvesem\nŐ bárhol jár, az úgy jó nekem, az úgy jó nekem, mert\nMindig rám talál, az én kedvesem, az én kedvesem\nÚgy dúdolná: ez így jó nekem, ez így jó nekem, ez a dal\n\nNincs most más, csak a kedvesem, az én kedvesem\nŐ bárhol jár, az úgy jó nekem, az úgy jó nekem, mert\nMindig rám talál, az én kedvesem, az én kedveѕem\nÚgy dúdolná: ez így jó nekem, ez így jó nekem, ez a dаl",https://youtube.com/watch?v=rOimfHq76xk
2013,fi,Finland,Me,Marry  Krista Siegfrids,,2.0,,5.0,,,9.0,64.0,,,,,Erik Nyholm;Jessika Lundström;Krista Siegfrids;Kristofer Karlsson,,"Marry Me\n\nSpying on you undercover, drinking coffee with your mother\nAm I getting closer?\nBaby, I feel like a sinner, skipping dinner to get thinner\nWhere is my proposal?\n\nI'm your slave and you're my master\nOh baby, come on, take a shot\n\nSo marry me, I'll be your queen bee\nI'll love you endlessly\nI'll do it for you, for you, for you\nYeah, I'll do it for you, marry me, baby\n\nI'll play your game, I'll change my last name\nI'll walk the walk of shame\nI'll do it for you, for you, for you\nYeah, I'll do it for you, marry me, baby\n\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\n\nI know where the future's heading, I can see my perfect wedding\nIsn't that just bracing?\nI don't think that I know ladies who will give you cuter babies\nIsn't that amazing?\n\nI'm your slave and you're my master\nOh baby, come on, take a shot\n\nSo marry me, I'll be your queen bee\nI love you endlessly\nI'll do it for you, for you, for you\nYeah, I'll do it for you, marry me, baby\n\nI'll play your game, I'll change my last name\nI'll walk the walk of shame\nI'll do it for you, for you, for you\nYeah, I'll do it for you, marry me, baby\n\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\n\nThis is the day, I don't wanna wait much longer now\nIf you run away, I'm gonna find you anyhow\nOh, yeah, yeah, yeah\nWhat ya waiting, what ya waiting\nWhat ya waiting for?\n\nSo marry me, I'll be your queen bee\nI love you endlessly\nI'll do it for you, for you, for you\nYeah, I'll do it for you, marry me, baby\n\nI'll play your game, I'll change my last name\nI'll walk the walk of ѕhame\nI'll do it for you, for you, for you\nYeah, I'll do it for you, marry me, bаby\n\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh oh oh, ding dong\nOh oh, oh oh oh, ding dong",https://youtube.com/watch?v=dlBXOveVh7c
2013,ge,Georgia,Waterfall, Nodi Tatishvili & Sophie Gelovani,,2.0,,15.0,,,10.0,63.0,,,,,Erik Bernholm;Thomas G:son,,"Waterfall\n\nThere's no me without you\nDon't know what I would do\nYou're my heartbeat, I'm breathing because of you\n\nThere's no world without us\nDreams would turn into dust\nYou're the reason, the reason I make it through\n\nFeels like I'm flying, like if I had wings\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall\n\nIn a moment like this\nI'm in a state of bliss\nI'm swept away, I look into an open sky\n\nFeels like I'm flying, like if I had wings\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall\n\nMy heart is higher than the highest kite\nI feel how all your love surrounds me\nStanding in a waterfall\n\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall\n\nFeels like I'm flying, like if I had wings\nLike I am sailing on a sea of dreams\nYour love iѕ pouring down on me\nYou're my waterfаll",https://youtube.com/watch?v=-n3mwx0vQDE
2013,sm,San Marino,(Vola),Crisalide  Valentina Monetta,,2.0,,2.0,,,11.0,47.0,,,,,Ralph Siegel,Mauro Balestri,"Crisalide (Vola)\n\nHu… mmm…\n\nCerte volte dentro me\nHo sentito un vuoto che\nMi chiamava dentro di sé\nVieni ora a vedere la verità\nC'è un ponte sull'immensità\n\nCosa sono in fondo io?\nSogno fragile di dio\nCon un corpo fatto così\nGrandi occhi colore, vivendo si muore\nRinnovati per l'eternità\n\nVola, vola, che la forza arriverà\nSempre sola verso un'altra libertà\nLa farfalla nuova lascia sempre giù\nLa crisalide che eri tu\nVuota senza me\n\nDalle nuvole si sa\nPoi la pioggia scenderà\nD'improvviso succederà\nLe ali bagnate di lacrime che non si asciugano\nPoi vento verrà\n\nE tu vola, vola, vola via da te\nSempre sola fino che un riflesso apparirà\nNello specchio che ruba l'immagine\nIn mille pezzi di vertigine\nE luce scintillerà\n\nQuanta vita c'è?\nNon me n'ero accorta mai\nE se ancora non lo sai\nL'universo siamo noi\n\nVola, che la forza arriverà\nMai più sola, nella vera libertà\nLa farfalla nuova lascia giù\nLa crisalide e di più\nVuota senza me\n\nVola, nella gioia sarai\nMai più sola nell'immensità di noi\nIn un attimo l'amore, come nuovo sole\nTutto cambierà\n\nVola, vola, vola inѕieme а me",https://youtube.com/watch?v=YirZIBi2vnY
2013,bg,Bulgaria,Shampioni,Samo  Elitsa Todorova & Stoyan Yankulov,,2.0,,7.0,,,12.0,45.0,,,,,Christian Talev;Elitsa Todorova,,"Samo Shampioni\n\nSamo shampioni, samo shampioni\n\nPrelitat visoko i nadaleko\nSkachat i se smeiat i sylzi se leat\nVsichkite yunatzi, te sa nai-dobrite\nSmeli v igrite, silni vyv dushite\n\nSamo divi, samo shampioni\nZlatni momtzi, momi za milioni\nIma li mladi, ima li ludi\nTsialo selo doide\nPeite, ne se bojte\n\nSamo shampioni, samo shampioni\n\nIma li mladi, ima li ludi\nTsialo selo doide, peite, ne se bojte\n\nE… а… а… а…\n\nSamo divi, samo shampioni\nZlatni momtzi, momi za milioni\nSamo divi, samo shampioni\nZlatni momtzi, momi za milioni\n\nSamo divi, samo ѕhampioni\nZlatni momtzi, momi zа milioni",https://youtube.com/watch?v=Cb46Mhy_mCI
2013,ch,Switzerland,Me,You And  Takasa,,2.0,,16.0,,,13.0,41.0,,,,,Georg Schlunegger,,"You And Me\n\nWhen the times are getting rough, gold and silver turn to dust\nPeople build their barricades out of jealousy and hate\nBut there's one thing they could never, never ever separate\n\nAh… let it hear from near and far\nThis is how it's meant to be, we're together, you and me\nAh… nothing can tear us apart\nSailing on a stormy sea, we're together, you and me\n\nWe build castles with our hands, on a solid ground they stand\nThey're our shelter from the storm, keep us safe and keep us warm\nNo, there's nothing that can hurt us, whatever there may come\n\nAh… let it hear from near and far\nThis is how it's meant to be, we're together, you and me\nAh… nothing can tear us apart\nSailing on a stormy sea, we're together, you and me\n\nTime is flowing to the sea, but it's still you and me\nNothing's like it used to be, but we're here, you and me\n\nAh… let it hear from near and far\nThis is how it's meant to be, we're together, you and me\nAh… nothing can tear us apart\nSailing on a stormy sea, we're together, you and me\n\nAh, nothing can tear us apart\nSailing on a stormy ѕea, we're together, you аnd me",https://youtube.com/watch?v=Ba6ovg4yAto
2013,il,Israel,bishvilo,Rak  Moran Mazor,,2.0,,10.0,,,14.0,40.0,,,,,Chen Harari,Gal Sarig,"Rak bishvilo\n\nShuv baleilot otser hageshem tipotav\nOd menasa lignov chiuch mibein sfatav\nKama shtikot omrot vechama mastirot\nKama emet notra bein kol hatehiot\n\nRak bishvilo uchal lishkoach et hakor\nUvizchuto emtsa bachoshech et ha'or\nRak bishvilo elech, echtse et hagvulot\nRak ito eda tshuvot lashe'elot\n\nRak bishvilo uchal lishkoach et hakor\nUvizchuto emtsa bachoshech et ha'or\nRak bishvilo elech, echtse et hagvulot\nRak ito eda tshuvot lashe'elot\n\nShuv bayamim eshmor mabat cham ve'otef\nOd menasa panav besheket lelatef\nKama dma'ot chalfu vechama nish'aru\nKama tikvot nivnu vechama nishberu\n\nRak bishvilo uchal lishkoach et hakor\nUvizchuto emtsa bachoshech et ha'or\nRak bishvilo elech, echtse et hagvulot\nRak ito eda tshuvot lashe'elot\n\nRak bishvilo uchal lishkoach et hakor\nUvizchuto emtsa bachoshech et ha'or\nRak bishvilo elech, echtse et hagvulot\nRak ito eda tshuvot lashe'elot\n\n(Shuv bayamim eshmor mabat cham ve'otef)\nOd menasa panav besheket lelatef\n\nRak bishvilo uchal lishkoach et hakor\nUvizchuto emtsa bachoshech et ha'or\nRak bishvilo elech, echtse et hagvulot\nRak ito eda tshuvot lashe'elot\n\nRak bishvilo uchal lishkoach et hakor\nUvizchuto emtsa bachoshech et ha'or\nRak bishvilo elech, echtse et hagvulot\nRak ito eda tshuvot lаѕhe'elot",https://youtube.com/watch?v=BjbcD72OaI4
2013,al,Albania,Identitet, Adrian Lulgjuraj & Bledar Sejko,,2.0,,14.0,,,15.0,31.0,,,,,Bledar Sejko,Eda Sejko,"Identitet\n\nHey, hey\nHey, hey\nHey, hey\nHey, hey\n\nKam ardhur nga larg\nNën pluhurin e kohës gjeta re edhe mallkim\nU gjenda unë shumë pranë e preka veç flakë e zjarr\nUnë fola veç në heshtje desha pak jetë, lavdi\nDhe kur ndava ëndrrën gjeta\n\nNjë rreze dritë, pak frymë si ti\nNjë rreze dritë, pak frymë si ti\n\nI ardhur nga larg\nKe etje ke mall kur sheh çdo gjë që ndryshon\nVetë jeta iken shkon, ti te kjo gjuhë kërkon\nEshtë vendi ku u linde, rrite, ndave trimërinë\nE fale dashurinë ndër vite\n\nVrapove ti gjete lirinë\nVrapove ti gjete lirinë\n\nHey, hey\nHey, hey\nHey, hey\nHey, hey\n\nNa rriti kjo tokë\nDo flasim ne veç një gjuhë kështu s'do ketë me lot\nDo gjendesh kudo nëpër botë i huaj më s'do jesh\nLe të jete fillimi ri në bashkë në vëllazeri\nSe kur ndava ëndrrën gjeta\n\nNjë rreze dritë, pak frymë si ti\nVrapove ti gjete lirinë\nNjë rreze dritë, pak frymë si ti\nVrapove ti gjete lirinë\n\nNjë rreze dritë, pak frymë si ti\nVrapove ti gjete lirinë\nNjë rreze dritë, pak frymë ѕi ti\nVrаpove ti gjete lirinë",https://youtube.com/watch?v=3u5Se-vJ6MA
2013,mk,North MacedoniaN.Macedonia,Razdeni,Pred Da Se  Esma & Lozano,,2.0,,3.0,,,16.0,28.0,,,,,Darko Dimitrov;Lazar Cvetkoski;Simeon Atanasov,Magdalena Cvetovska-Ena,"Pred Da Se Razdeni\n\nNe e ko porano\nDobrite vreminja gi nema\nVo dobro I losho\nNie zhiveeme\n\nPred da se razdeni\nDo mene bidi ti\nVo noviot den\nDa sme zaedno jas i ti\n\nPred da se razdeni\nDo mene ostani\nSega e vreme za ubavi denovi\nDo mene ostani\n\nMe i Esma ake giljavav\nTu mare vilen, me ka takjarav\nMe i Esma ake giljavav\nTu mare vilen, me ka takjarav\n\nOdoleske mashkar, pagjaren\nKhelen ushten sarinen, Romalen\nEh… oh…\n\nAko se vratish ti\nI dobrite vreminja kje se vratat\nI radost i taga\nNie pak kje delime\n\nPred da se razdeni\nDo mene ostani\nVo noviot den\nDa sme zaedno jas i ti\nDo mene ostani\n\nMe i Esma ake giljavav\nTu mare vilen me ka takjarav\nMe i Esma ake giljavav\nTu mare vilen me ka takjarav\n\nOdoleske mashkar, pagjaren\nKhelen sarinen ushten, Romalen\nEh… oh…\n\nPred da se razdeni\nDo mene ostani\nVo noviot den\nDa sme zaedno jas i ti\nDo mene oѕtаni",https://youtube.com/watch?v=Vi1VYsOUCsY
2013,lv,Latvia,Go,Here We  PeR,,2.0,,1.0,,,17.0,13.0,,,,,Arturas Burke;Ralfs Eilands,Ralfs Eilands,"Here We Go\n\nHere we go, here we go\nSo alive, in the sky we can fly\nHere we go, here we go\nSo alive, in the sky we can fly\n\nLadies and gentlemen, I need a starlight\n'Cause never have I had a day without a fight\nI slide through the darkness, it took me to a height\nOf a lonesome, cold and a never ending night\n\nI'm the man on the moon, call me Andy Kaufman\nThere are demons inside me but I'm-a stomp 'em\nI, I know I can be an unstoppable force\nI try, man, let me take a walk on the bright side\n\nHere we go, here we go\nSo alive, in the sky we can fly\nHere we go, here we go\nSo alive, in the sky we can fly\n\nA lot of thoughts in my head keep pulling me down\nSo many guests in my house, I couldn't notice the sound\nOf the doorbell, telling they're about to come\nI'm surrounded by problems, I got to run\n(But no) I keep pulling myself up\n(But no) I keep pulling myself up\nI'm on a mission to fulfill my vision\nAll day, everyday, never ever, ever give up\n\nHere we go, here we go\nSo alive, in the sky we can fly\n\nHere we go, here we go\nSo alive, in the sky we can fly\nHere we go, here we go\nSo alive, in the ѕky we cаn fly",https://youtube.com/watch?v=xze_ilAXwWE
2014,at,Austria,Phoenix,Rise Like a  Conchita Wurst,1.0,,11.0,,1.0,290.0,,,,,,,Ali Zuckowski;Charlie Mason;Joey Patulka;Julian Maas,,"Rise Like a Phoenix\n\nWaking in the rubble\nWalking over glass\nNeighbors say we're trouble\nWell that time has passed\n\nPeering from the mirror\nNo, that isn't me\nStranger getting nearer\nWho can this person be\n\nYou wouldn't know me at all today\nFrom the fading light I fly\n\nRise like a phoenix\nOut of the ashes\nSeeking rather than vengeance\nRetribution\nYou were warned\nOnce I'm transformed\nOnce I'm reborn\nYou know I will rise like a phoenix\nBut you're my flame\n\nGo about your business\nAct as if you're free\nNo one could have witnessed\nWhat you did to me\n\nCause you wouldn't know me today\nAnd you have got to see\nTo believe\nFrom the fading light I fly\n\nRise like a phoenix\nOut of the ashes\nSeeking rather than vengeance\nRetribution\nYou were warned\nOnce I'm transformed\nOnce I'm reborn\n\nI rise up to the sky\nYou threw me down but\nI'm gonna fly\n\nAnd rise like a phoenix\nOut of the ashes\nSeeking rather than vengeance\nRetribution\nYou were warned\nOnce I'm transformed\nOnce I'm reborn\nYou know I will riѕe like a phoenix\nBut you're my flаme",https://youtube.com/watch?v=xhCC_PN9UlA
2014,nl,Netherlands,Storm,Calm After The  The Common Linnets,2.0,,24.0,,2.0,238.0,,,,,,,Ilse DeLange;Jake Etheridge;JB Meijers;Matthew Crosby;Rob Crosby,,Calm After The Storm\n\nDriving in the fast lane\nCounting mile marker signs\nThe empty seat beside me\nKeeps you on my mind\n\nLivin' in the heartache\nWas never something I pursued\nI can't keep on chasing\nWhat I can't be for you\n\nOooohhhh skies are black and blue\nI'm thinking about you\nHere in the calm after the storm\n\nTears on the highway\nWater in my eyes\nThis rain ain't gonna change us\nSo what's the use to cry\n\nI could say I'm sorry\nBut I don't wanna lie\nI just wanna know if staying\nIs better than goodbye\n\nOooohhhh skies are black and blue\nI'm thinking about you\nHere in the calm after the storm\nOooooohh after all that we've been through\n(baby) there ain't nothing new\nHere in the calm after the storm\n\nMaybe I can find you\nDown this broken line\nMaybe you can find me\nGuess we'll know in time\n\nOooohhhh skies are black and blue\nI'm thinking about you\nHere in the calm after the storm\nThere ain't nothing new\nHere in the calm аfter the ѕtorm,https://youtube.com/watch?v=4ggBPAm5XLA
2014,se,Sweden,Undo, Sanna Nielsen,3.0,,13.0,,3.0,218.0,,,,,,,David Kreuger;Fredrik Kempe;K-One,,"Undo\n\nSilent, I can't wait here silent\nWorking up a storm inside my head\nNothing, I just stood for nothing\nSo I fell for everything you said\n\nHear the rumble\nHear my voice\n\nSilent, I can't wait here silent\nGotta make a change and make some noise\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad\n\nTrouble, baby I'm in trouble\nEverytime I look into your eyes\nSave me, oh I'm gonna save me\nFar away from all the crazy lies\n\nHear the rumble\nHear my voice\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my ѕаd",https://youtube.com/watch?v=5PQJI-3LW-8
2014,am,Armenia,Alone,Not  Aram MP3,4.0,,7.0,,4.0,174.0,,,,,,,Aram Sargsyan,Garik Papoyan,"Not Alone\n\nYou're all alone, you're all alone\nNo shoulder wants you to lean on\nYou thought this world was too cold\nAnd you've made up\nA whole new world\n\nDon't cry, don't cry little bird\nThough you are scared and you're hurt\nYou're gonna wake up\nIt's only a dream\nAnd why do dreams make people scream\n\nYou're not alone\nYou're not alone\nYou're not alone\nYou're not alone\nYou're not alone\nYou're not alone\n\nWhat if it's only one kiss\nThat turns all seeds into trees\nThe strongest wind into breeze\nEnter all doors without keys\n\nWhat if it's only one kiss\nThat turns all seeds into trees\nThe strongest wind into breeze\nWhat if it's all in one kisѕ\n\nYou're not alone\nYou're not аlone",https://youtube.com/watch?v=oj0oOV-2fRQ
2014,hu,Hungary,Running, András Kállay-Saunders,5.0,,21.0,,5.0,143.0,,,,,,,András Kállay-Saunders;Krisztián Szakos,András Kállay-Saunders,"Running\n\nSilent cry, every night\nThis pain don't ever leave her life\nDaddy's home, so she tries to hide\nShe calls her mom, but never a reply\n\nShe cries, cries, cries\nShe's all alone\nDaddy why, why, why, leave me alone\nShe calls for help\nShe calls for help, but no one seems to care\nShe calls for help but no one seems to care\nShe keeps on running, running, running from this crazy life\nShe keeps on running, running, running, never sees the light\n\nI can see the angels standing by your side\nIt'll be alright\n\nHe's back again, just one more time\nJust wants to see her mother smile\nShe can't forget her only child\nMama, let the devil in the house\n\nShe cries, cries, cries\nShe's all alone\nDaddy why, why, why, leave me alone\nShe calls for help\nShe calls for help, but no one seems to care\nShe calls for help but no one seems to care\nShe keeps on running, running, running from this crazy life\nShe keeps on running, running, running, never sees the light\n\nI can see the angels standing by your side\nIt'll be alright\n\nShe keeps on running, running, running from this crazy life\nShe keeps on running, running, running, never sees the light\nI can see the angels standing by your side\nIt'll be alright\n\nShe cries, cries, cries\nDaddy why, why, why\n\nShe keeps on running, running, running from this crazy life\nKeepѕ on running, running, running\nIt'll be аlright",https://youtube.com/watch?v=T_RxJZ3N9kE
2014,ua,Ukraine,Tock,Tick -  Mariya Yaremchuk,6.0,,1.0,,6.0,113.0,,,,,,,Mariya Yaremchuk,Mariya Yaremchuk;Sandra Bjurman,"Tick - Tock\n\nI believe that I've loved you\nSince the first time that I saw you\nBells rang angels sang\nWhen the light of the night\nFell on us we knew\n\nWe both knew that you were mine\nNow cover me, I'll buy us time, time\n\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\nSch don't stop, kiss and kiss me till I drop\nMy heart is like a clock you wind it with your love\n\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\nSch don't stop, kiss and kiss me till I drop\nMy heart is like a clock you wind it with your love\nYou wind and wind, it with your love\n\nNow I know it's too hard to\nGo tick tock without the glimpse of you\nIf you cave in I break\nI keep losing my pace\nIn this endless race\n\nThey all know that you're mine\nThey can see we belong\nShelter me, you'll do fine\nWait for me, I'll buy us time\n\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\nSch don't stop, kiss and kiss me till I drop\nMy heart is like a clock, you wind it with your love\n\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\nSch don't stop, kiss and kiss me till I drop\nMy heart is like a clock, you wind it with your love\n\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\n(You wind it with your love )\nSch don't stop, kiss and kiss me till I drop\nMy heart iѕ like а clock, you wind it with your love\n\nTick-tock",https://youtube.com/watch?v=slHboKF9PIQ
2014,ru,Russia,Shine, Tolmachevy Sisters,7.0,,15.0,,7.0,89.0,,,,,,,Dimitris Kontopoulos;Philipp Kirkorov,Gerard James Borg;John Ballard;Ralph Charlie,"Shine\n\nBeen looking at the sky\nWishing on a star\nWaiting for a brand new start\nLiving on the edge\nCloser to the crime\nCross the line a step at a time\n\nNow maybe there's a place\nMaybe there's a time\nMaybe there's a day you'll be mine\nNow something's got to give\nMake a brighter day\nAll we got to say\n\nShine into my darkness\nShine into the night, my rising sun\nDrive away the madness\nCan you be a masterpiece of love\nSending out a message out above\nTelling all the world to show some love\nNo one's gonna bring me down, bring me down\nYou are my rising sun\n\nKeep looking up ahead\nRiding like a wind\nOpen up your heart, let me in\nMy life is on a string\nWhen I see you smile\nOur love will last a thousand miles\n\nNow maybe there's a place\nMaybe there's a time\nMaybe there's a day you'll be mine\nNow something's got to give\nMake a brighter day\nAll we got to say\n\nShine into my darkness\nShine into the night, my rising sun\nDrive away the madness\nCan you be a masterpiece of love\nSending out a message out above\nTelling all the world to show some love\nNo one's gonna bring me down, bring me down\nYou are my rising sun\n\nOh…\nOh, oh, oh…\nOh…\nSending out a message out above\nTelling all the world to show some love\nNo one's gonna bring me down, bring me down\nYou аre my rising ѕun",https://youtube.com/watch?v=BCNN1JAgWqk
