year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2008,ua,Ukraine,Lady,Shady  Ani Lorak,2.0,,18.0,,2.0,230.0,,,,,,,Dimitris Kontopoulos;Philipp Kirkorov,Karen Kavaleryan,"Shady Lady\n\nYou've been my superstar\nBut it's not what you are\nYou've been my super hero\nSince I've lived in your shade\nEvery step that I made\nBrought me nothing but zero\n\nBut I'm staying alive\nAnd now I'm changin' my life\nWith a burning desire\nNo one knows who I am\nBut I don't give a damn\nGonna set you on fire\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning now\n\nJust take a look at me\nDeep inside and you'll see\nAll I kept under cover\nThere is one thing I bet\nYou're about to regret\nI'm no longer your lover\n\nI've just turned one more page\nI belong to the stage\nBaby, don't call me baby\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning now\n\n(Shady lady)\n(Shady lady)\n\nI wanna light you up and leave you alone\nI am a brand new star that you've never known\nI wanna light you up and leave you alone\nI am a brand new star that you've never known\n\n(Shady lady)\n(Are you ready?)\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heаrt iѕ burning now",https://youtube.com/watch?v=L6M300uBc7U
2008,gr,Greece,Combination,Secret  Kalomira,3.0,,21.0,,3.0,218.0,,,,,,,Konstantinos Pantzis,Poseidon Giannopoulos,"Secret Combination\n\nCan you see it?\nCan you see it you have to discover me?\nWhat goes wrong when I am crying\nOr what I want when I'm smiling\n\nCan you feel it?\nCan you feel it that I'm not a little girl?\nYou're misunderstanding my way\nAnd all the roles that I like to play\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nAn open book\nAn open book, well, I'm sorry, I am not\nSometimes I'm acting like a lady\nSometimes woman, sometimes baby\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\nTo win a deѕtination in the centre of my heаrt",https://youtube.com/watch?v=iK2XJl8FE_g
2008,am,Armenia,qele,"Qele,  Sirusho",4.0,,5.0,,4.0,199.0,,,,,,,H.A. Der-Hovagimian,Sirusho,"Qele qele\n\nYes im hay hoghits\nEka berem\nHove sareri\nLuyse arevi\n\nYou wanna be with me\nYou think and dream of me\nCome qele, move qele\n\nInstead of watching me\nYou should be reaching me\nCome qele, move qele\n\n(Qe… qe… qe… qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele…\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\nHold me tight\nHold me tight, qele…\n\nYou wanna be with me\nYou think and dream of me\nCome qele, move qele\n\nInstead of watching me\nYou should be reaching me\nCome qele, move qele\n\n(Qe… qe… qe… qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele…\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\nQele…\nQele…\n\n(Qele, qele, qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele…\n\nTime is here tonight\nYou should mаke it right\nTo end our fight\nJuѕt hold me tight\n\n(Qe… qe… qe… qele)",https://youtube.com/watch?v=bridO-wD7c8
2008,no,Norway,Strong,Hold On Be  Maria,5.0,,25.0,,5.0,182.0,,,,,,,Mira Craig,,"Hold On Be Strong\n\nLove can be hard sometimes\nYes, it can catch you off guard like bad crimes\nYes, it can make you depressed and angry\nMake you say: Why me, why won't anybody try me?\n\nYou might be saying: Ooh, I don't wanna be lonely\nOoh, I don't wanna be by myself\nOoh, don't wanna be lonely\nWhy ain't anybody lovin' me?\n\nBut there's always someone out there who'll be there for you\nThere is always someone out there who'll care for you\nThere's always someone out there who'll be true, true, true\nHold on, hold on, be strong\n\nLove can go away forever if you push it\nAnd you have to remember: don't rush it\nIf it ain't right, it is wrong\nAnd you'll be crying: Why me, why won't anybody try me?\n\nYou might be saying: Ooh, I don't wanna be lonely\nOoh, I don't wanna be by myself\nOoh, don't wanna be lonely, oh no no\nWhy ain't anybody lovin' me?\n\nNow, but there's always someone out there who'll be there for you\nAnd there's always someone out there who'll care for you\nThere's always someone out there who'll be true, true, true\nHold on, hold on, be strong\n\nAnd yes, there's always someone out there who'll be there for you\nAnd there's always someone out there who'll care for you\nThere's alwаys someone out there who'll be true, true, true\nHold on, hold on, be strong\n\nHold on, hold on, be strong\nMy child, hold on, hold on, be ѕtrong",https://youtube.com/watch?v=arSnpxfOD2k
2008,rs,Serbia,Oro, Jelena Tomašević feat. Bora Dugic,6.0,,23.0,,6.0,160.0,,,,,,,Željko Joksimović,Dejan Ivanović,"Oro\n\nKo li miluje milo moje?\nKo li usne te snene budi?\nNe zaboravi ime moje\nKada krene da, da te ljubi\nKlasje moje ne spavaj\nNjega ljubi, mene uspavaj\n\nNe lomi mi led, vodu nema\nNe soli mi ranu, suza nema\nKo li zaigra oro moje\nNeka ne igra za nas dvoje\nKlasje, mene uѕpavaj\n\nNuna nej, nuna nuna nuna nuna nuna nej\nNuna nej, nuna nuna nuna nuna nuna nej\nNa Vidovdan, probudi me, da ga opet pogledam\n\nNuna nej, nuna nuna nuna nuna nuna nej\nNuna nej, nuna nuna nuna nuna nuna nej\nNa Vidovdan, probudi me, da ga opet pogledam\nNa Vidovdan, probudi me, još jednom da ga pogledаm",https://youtube.com/watch?v=d3NMkyDSEb0
2008,tr,Turkey,Deli, Mor ve Ötesi,7.0,,12.0,,7.0,138.0,,,,,,,Burak Güven;Harun Tekin;Kerem Kabadayı;Kerem Özyeğen,,"Deli\n\nAranıyor, sahibi ruhumun\nTam yerine mi düştüm?\nDireniyor, faili tutkunun\nKızmış ve küçülmüş\n\nAranıyor, sahibi ruhumun\nTam yerine mi düştüm?\nDireniyor, direniyor, direniyor\n\nBeni büyütün, ağlatmayın\nSevginiz nerde, övündüğünüz?\nBeni büyütün, ağlatmayın\nSahte düşlerle oyalamayın\n\nAranıyor, sahibi ruhumun\nTam yerine mi düştüm?\nDireniyor, faili tutkunun\nKızmış ve küçülmüş\n\nAranıyor, sahibi ruhumun\nTam yerine mi düştüm?\nDireniyor, direniyor, direniyor\n\nBeni büyütün, ağlatmayın\nSevginiz nerde, övündüğünüz?\nBeni büyütün, ağlatmayın\nSahte düşlerle\n\nBir yarım akıllı, bir yarım deli\nDört yanım akıllı, bir yanım deli\nHerkeѕ akıllı, bir ben deli\nBir ben deli, bir ben deli\n\nBeni büyütün, ağlatmayın\nSevginiz nerde, övündüğünüz?\nBeni büyütün, ağlatmayın\nSahte düşlerle oyalamаyın",https://youtube.com/watch?v=A__hliu_9UE
2008,az,Azerbaijan,Day, After  Elnur & Samir,8.0,,20.0,,8.0,132.0,,,,,,,Goher Hesenzade,Zahra Bədəlbəyli,"Day After Day\n\nFor peace we pray\nSave us from all fears\nOh Lord, save us…\n\nYou can feel me in your mind\nWith every breath you take\nBurn the earth with flame of sins\nI'll make you feel dismay\n\nOur feelings play with us\nBut you must keep yourself under control\nIf you're searching for resolves\nBe ready for the tolls\n\nShow us the right way\nDay after day\nAll fears we must forget\nThen better world we'll get\n\nIf you have the greatest aim\nKeep it in your soul\nI'll be always by your side\nAlways in your heart\n\nOur dreams can play with us\nEven if we think that we keep control\nFrom all horrors of the world\nSalvation is love, love\n\nThe earth is in flame\nAnd you must share the blame\nLook inside yourself\nWe both are there\n\nDay after day\nDay after day\nDay…\n\nDay after day\nAll feаrs we muѕt forget\nThen better world we'll get\nThen better world we'll get\nThen better world we'll get\nThen better world we'll get",https://youtube.com/watch?v=6OGVL_9P5fw
2008,il,Israel,Eyes,The Fire In Your  Boaz,9.0,,7.0,,9.0,124.0,,,,,,,Dana International,Dana International;Shai Kerem,"The Fire In Your Eyes\n\nNafshi meyachelet litfilat halev hacham\n\nZe kashe, ze kashe\nKshega'agu'a mul yareach\nKan lerega uvoreach\nAcharav rodef habechi\n\nZe kashe, ze kashe\nKshega'agu'a mul yareach\nKan lerega uvoreach\nAcharav rodef habechi\n\nLif'amim mevi haruach reach tov, mukar\nMelatef, achshav shome'a otcha shar\n\nLo or kochav\nAta achshav\nIti, iti, ke'ilu amiti\nKmo az mizman\n\nCome along, come along\nSee the fire in your eyes\nAnd you come with me\nWith me\n\nLif'amim mevi haruach reach tov, mukar\nMelatef, achshav shome'a\n\nLo or kochav\nAta achshav\nIti, iti, ke'ilu amiti\nKmo az mizman\n\nNafshi meyachalat litfilot halev wacham\nNafѕhi meyachalat litfilot halev wacham\n\nLo or kochav\nIti, iti, ke'ilu amiti\nKmo az mizmаn",https://youtube.com/watch?v=rkTOM4ySrmM
2008,ba,Bosnia & Herzegovina,Pokušaj, Laka,10.0,,6.0,,10.0,110.0,,,,,,,Laka,,"Pokušaj\n\nNe silazi sa čardaka\nRek'o mi je pjevač Laka\nNe klepeći nanulama\nNemoj da se praviš dama\n\nNe silazi sa čardaka\nRek'o mi je lično Laka\nNe silazi sa čardaka\nDok ti ljubav nije jaka\n\nNa moju omiljenu foru\nPrevarim faunu i floru\nDa život nije postao u moru\nNego od ljubavi\nLjubavi, ljubavi\nOd ljubavi\n\nKolike protračismo dane\nLežeći, jedući banane\nPa spadosmo na niske grane\nBez ljubavi\nLjubavi, ljubavi\nBez ljubavi\n\nPokušaću da te poljubim a ti se pravi luda\nPokušaću da te poljubim a ti se pravi luda\nPokušaću da te probudim a ti se pravi budna\n\nNe silazi sa čardaka\nRek'o mi je pjevač Laka\nNe klepeći nanulama\nNemoj da se praviš dama\n\nNe silazi sa čardaka\nRek'o mi je lično Laka\nNe silazi sa čardaka\nDok ti ljubav nije jaka\n\nPokušaću da te poljubim a ti se pravi luda\nPokušaću da te poljubim a ti se pravi luda\nPokušaću da te probudim a ti se pravi budna\n\nPokušaću da te poljubim a ti se pravi luda\n(Ne silazi sa čardaka)\n(Rek'o mi je pjevač Laka)\nPokušaću da te poljubim a ti se pravi luda\n(Ne klepeći nanulama)\n(Nemoj da se praviš dama)\nPokušaću da te probudim a ti ѕe pravi budnа",https://youtube.com/watch?v=kIRDbmpC2PI
2008,ge,Georgia,Come,Peace Will  Diana Gurtskaya,11.0,,17.0,,11.0,83.0,,,,,,,Kim Breitburg,Karen Kavaleryan,"Peace Will Come\n\nLook, the sky is crying cold bitter tears\nWeeping for the people lost in fear\nWhile we fight for nothing, my eyes run dry\nAre you still so blind to ask me why?\nWhy?\n\nSay it out loud: peace will come\nEverybody, shout: peace will come\nWhen you stop and tame your rage\nSomething's gotta change\nSomething's gotta change\n\nSay it out loud: peace will come\nEverybody, shout: peace will come\nBlow the trumpet, beat the drum\nPeace will come\n\nSometimes words kill faster than bullets do\nBut the face of war is never true\nKids with guns are always too young to die\nAre you still so deaf to ask me why?\nWhy?\n\nSay it out loud: peace will come\nEverybody, shout: peace will come\nWhen you stop and tame your rage\nSomething's gotta change\nSomething's gotta change\n\nSay it out loud: peace will come\nEverybody, shout: peace will come\nBlow the trumpet, beat the drum\nPeace will come\n\nMy land is still crying, torn in half\nMy world is slowly dying\nMy heart is only crying\nPeace and love\nOh no, no, no\n\nSay it out loud: peace will come\nEverybody, shout: peace will come\nWhen you stop and tame your rage\nSomething's gotta change\nSomething's gotta change\n\nSay it out loud: peace will come\nEverybody, ѕhout: peace will come\nBlow the trumpet, beat the drum\nPeace will come\n\nBlow the trumpet, beat the drum\nPeаce will come",https://youtube.com/watch?v=paPjkp6s2u8
2008,lv,Latvia,Sea,Wolves Of The  Pirates Of The,12.0,,14.0,,12.0,83.0,,,,,,,Claes Andreasson;Johan Sahlen;Jonas Liberg;Torbjörn Wassenius,Jonas Liberg,"Wolves Of The Sea\n\nWith a hi hi ho and a hi hi hey\nWe're hoisting the flag to be free\nWe will steal the show, Jolly Rogers go\nWe are wolves of the sea\n\nDon't try to run, it's all set and done\nThere's a treasure in sight\nWe are robbing you blind\nI hope you don't mind\nWe are taking it all tonight\n\nJust walk away, we will conquer it all\nPirates will stand and the loser will fall\n\nWith a hi hi ho and a hi hi hey\nWe're bound to be close to the sea\nOur captain will stand on the bridge and sing:\nPirates are all we can be\n\nWith a hi hi ho and a hi hi hey\nWe're hoisting the flag to be free\nWe will steal the show, Jolly Rogers go\nWe are wolves of the sea\n\nDown to the core, we're coming for more\nWith a sword close at hand\nWe are scary and bold, a chest full of gold\nWe get sealegs when sighting land\n\nThe hook of our captain is looking at you\nThere's no Peter Pan, so what can you do?\n\nWith a hi hi ho and a hi hi hey\nWe're bound to be close to the sea\nOur captain will stand on the bridge and sing:\nPirates are all we can be\n\nWith a hi hi ho and a hi hi hey\nWe're hoisting the flag to be free\nWe will steal the show, Jolly Rogers go\nWe are wolves of the sea\n\nIf you cry out to storm\nWe pirates will stand tall\nA skull and crossbone flag is closing in\nTo see you fall\n\n(Hum, hi ho, hi hum, hi hey)\n(Hum, hi ho, hi hey)\n(Hum, hi ho, hi hum, hi hey)\n\nWith a hi hi ho and a hi hi hey\nWe're hoisting the flag to be free\nWe will steal the show, Jolly Rogers go\nWe are wolves of the sea\n\nWith a hi hi ho and a hi hi hey\nWe're bound to be close to the sea\nOur captain will stand on the bridge and sing:\nPirates are all we can be\n\nWith a hi hi ho and a hi hi hey\nWe're hoisting the flag to be free\nWe will steal the show, Jolly Rogers go\nWe are wolves of the sea\nWe are wolves of the ѕeа",https://youtube.com/watch?v=gQy0PJEkQhA
2008,pt,Portugal,águas),Senhora do mar (Negras  Vânia Fernandes,13.0,,13.0,,13.0,69.0,,,,,,,Andrej Babić,Carlos Coelho,"Senhora do mar (Negras águas)\n\nSenhora do mar\nAnte vós, me tendes caída\nQuem vem tirar meia da vida e da paz\nDesta mesa, desta casa, perdidas?\nAmor, qu'é de ti?\n\nSenhora do mar\nAnte vós, minha alma está vazia\nQuem vem chamar a si o que é meu?\nÓ mar alto, traz pr'a mim\nAmor meu sem fim\n\nAi, negras águas, ondas de mágoas\nGelaram-m'o fogo no olhar (Senhora do mar)\nEle não torna a navegar (Ele não torna a navegar)\nE ninguém vos vê chorar\nSenhora do mar\n\nQuem vem tirar meia da vida e da paz\nDesta mesa, desta casa, perdidas?\nAmor, qu'é de ti?\n\nAi, negras águas, ondas de mágoas\nGelaram-m'o fogo no olhar (Senhora do mar)\nFeridas em sal, rezas em vão (Rezas em vão)\nDeixai seu coração (Deixai seu coração)\nBater junto a mim (Bater junto a mim)\n\nAi, negras águas, ondas de mágoas\nGelaram-m'o fogo no olhar (Senhora do mar)\nEle não torna a navegar (Ele não torna a navegar)\nE ninguém vos vê chorar (E ninguém voѕ vê chorar)\nSenhora do mar (Senhora do mаr)",https://youtube.com/watch?v=rJwoMPyXPo0
2008,is,Iceland,Life,This Is My  Euroband,14.0,,11.0,,14.0,64.0,,,,,,,Örlygur Smári,Paul Oscar;Peter Fenner,"This Is My Life\n\nI spent my days in vain just waiting\nFor happiness to come my way\nI took for granted all they gave me\nI opened my eyes, finally I realised\n\nThis is my life\nI don't wanna change a thing\nThis is my life\nAll the pain, all the joy it brings\n\nAll through the years\nOf blood, sweat and tears\nHopes and my fears\nAll that was meant to be\nThis is my life\nWhat will be, will be\n\nThere's no denying all the heartaches\nMmm… were just a blessing in disguise\nOh, if I never made a single mistake\nOh, I wouldn't be here, part of the plan I believe\n\nThis is my life\nI don't wanna change a thing\nThis is my life\nAll the pain, all the joy it brings\n\nAll through the years\nOf blood, sweat and tears\nHopes and my fears\nAll that was meant to be\nThis is my life\nWhat will be, will be\n\nI've found the key to set myself free\nYou'll be amazed\n'Cause I have the power to change my ways\nThis is my life\n\nThis is my life\nI don't wanna change a thing\nThis is my life\nAll the pain, all the joy it brings\n\nAll through the years\nOf blood, sweat and tears\nHopes and my fears\nAll that was meant to be\nThis is my life\nWhаt will be\n\nThis iѕ my life",https://youtube.com/watch?v=zinGFmaYdZ8
2008,dk,Denmark,Long,All Night  Simon Mathew,15.0,,16.0,,15.0,60.0,,,,,,,Jacob Launbjerg;Nis Bøgvad;Svend Gudiksen,,"All Night Long\n\nThe sun is up\nI'm feeling great\nI'm just enjoying life\nRight here in the shade\n\nLet's take a ride, right away\nI'll be by your side\nSo easy the easy life\n\nCelebrate the good times\n\nAll night long\nAll night long\nCelebrate good times – come on\nAll night long\n\nWho's to tell\nWhat's to come\nAll I know is tomorrow\nToday will be gone\n\nGet out, out of bed\nPut on your blue suede shoes – aha\nGet up, up and dance\n\nCelebrate the good times\n\nAll night long\nAll night long\nCelebrate good times – come on\nAll night long\n\nIf your life is like a sad song maybe\nYou should try and celebrate it\nCelebrate it\n\nAll night long\nAll night long\nCelebrаte good timeѕ – come on\nAll night long",https://youtube.com/watch?v=bA_qUXpQFfg
2008,es,Spain,Chiki,Baila el   Rodolfo licuatre,16.0,,22.0,,16.0,55.0,,,,,,,Alberto Romero Tomás;Angel Cotobal Albaina;Eduardo Dols Pérez Guillem;Jair Dominguez Torregrosa;Javier Martín Torrente;Joan Grau Ginesta;Marcos Rodriguez Corral;Oriol Jara Vales;Rafel Barceló Figueira;David Fernández;Roger Rubio Mora,,"Baila el Chiki Chiki\n\n¡Perrea! ¡Perrea!\n\n¡Perrea! ¡Perrea!\n\nEl Chiki Chiki mola mogollón\nLo bailan en la China y tambien en Alcorcón\nDale Chiki Chiki a esa morenita\nQue el Chiki Chiki la pone muy tontita\n\nLo baila José Luis, lo baila bien suave\nLo baila Mariano, mi amor, ya tu sabes\nLo bailan los brother, lo baila mi hermano\nLo baila mi mulata con las bragas en la mano\n\n¡Perrea! ¡Perrea!\n\nEl Chiki Chiki is a Reaggetton\nDance in Argentina, Serbia and Oregón\nGive el Chiki Chiki to that little sister\nWith el Chiki Chiki she's gonna like it, mister\n\nDance it with Alonso, dance it with Gasol\nDance it with your brothers, all around the world\nDance it with Bardem, dance it with Banderas\nDance with Almodóvar, dance la Macarena\n\nY el Chiki Chiki se baila así\nUno: el brikindans\nDos: el crusaíto\nTres: el Maiquelyason\nCuatro: el Robocop\n\nBaila el Chiki Chiki, baila el Chiki Chiki\nLo bailan los jevis y también los friquis\nLo bailan en la cárcel, lo bailan en la escuela\nLo baila mi madre y también mi abuela\n\nBaila el Chiki Chiki, baila el Chiki Chiki\nLo bailan los jevis y también los friquis\nLo bailan en la cárcel, lo bailan en la escuela\nLo baila mi madre y también mi abuela\n\nLo canta el Tigre Puma con su traje a rayas\nY Juan Carlos le dice: ""¿Por qué no te callas?""\nEn el velatorio del Padre Damián\nPusieron Chiki Chiki y el muerto echó a bailar\n\n¡Bailar, bailar, bailar!\n\nY el chiki chiki se baila así\nUno: el brikindans\nDos: el crusaíto\nTres: el maiquelyason\nCuatro: el robocop\n\n¡Perrea! ¡Perrea!\n\nLo baila Jose Luis, lo baila bien suave\nLo baila Mariano, mi amor, ya tu sabes\nLo bailan los bródel, lo baila mi hermano\nLo baila mi mulata con las bragas en la mano\n\nY el chiki chiki se baila así\nUno: el brikindans\nDos: el crusaíto\nTres: el maiquelyason\nCuatro: el robocop\n\nUno: el brikindans\nDos: el crusaíto\nTres: el maiquelyaѕon\nCuatro: el robocop\n\n¡Perrea! ¡Perreа!",https://youtube.com/watch?v=wfeCIvOxXBo
2008,al,Albania,peng,Zemrën e lamë  Olta Boka,17.0,,3.0,,17.0,55.0,,,,,,,Adrian Hila,Pandi Laço,"Zemrën e lamë peng\n\nOra si zemër troket\nOra e çmendur rend, akrepa nuk ka\nKohën vodhe ti nga jeta ime\nBora e zerit tënd mbi zemrën time ra\nMbuloi strehën e fundit të dashurisë\n\nHa… ha…\nDhe ndalen akrepat atje\n\nDitë pas ditë, ne\nRrahje pas rrahje, më kot kerkuam\nOrë e përkryer\nNjë zemër jo kurrë s'mund të jetë\n\nNatë pas natë, ne\nRrahje pas rrahje, ne të larguar\nPor jo, nuk mundëm\nSe zemrën të dy e lamë peng\nAh…\n\nOra si zemër troket\nOra e çmendur rend, akrepa nuk ka\nKohën vodhe ti nga jeta ime\n(Bora e zerit tënd) mbi zemrën time ra\nMbuloi strehën e fundit të dashurisë\n\nHa… ha…\nDhe ndalen akrepat atje\n\nDitë pas ditë, ne\nRrahje pas rrahje, më kot kerkuam\nOrë e përkryer\nNje zemër jo kurrë s'mund të jetë\n\nNatë pas natë, ne\nRrahje paѕ rrahje, ne të larguar\nPor jo, nuk mundëm\nSe zemrën të dy e lamë peng\nHа…",https://youtube.com/watch?v=CmvA5kfNsig
2008,se,Sweden,Hero, Charlotte Perrelli,18.0,,15.0,,18.0,47.0,,,,,,,Bobby Ljunggren;Fredrik Kempe,Fredrik Kempe,"Hero\n\nEverything has a beginning\nEverything comes to an end\nTake it or leave it, you'd better believe it\nBe my love or be my friend\n\nTry to deny what you're feeling\nAnd you'll know that your heart will say no\nLove will last longer, growing stronger and stronger\nIf you stay and don't let go\n\nOh… out of the light, like a star, like a hero\nLove will survive\nOh… taking the fight is the life of a hero\nStaying alive\n\nThis is a story of love and compassion\nOnly heroes can tell\nOh… out of the light, like a star, like a hero\nLove will survive\n\nHeaven and earth keep colliding\nBut with love on a world of its own\nOh… there you can't fake it, just make it or break it\nOnly you can find the one\n\nOh… out of the light, like a star, like a hero\nLove will survive\nOh… taking the fight is the life of a hero\nStaying alive\n\nThis is a story of love and compassion\nOnly heroes can tell\nOh… out of the light, like a star, like a hero\nLove will survive (Will survive)\nOh… survive (Will survive)\n\nHeroes can live on their own\nBut heroes never die alone\n\nOh… out of the light, like a star, like a hero\nLove will survive\nOh… taking the fight is the life of a hero\nStaying alive\n(This is a story of love and compassion)\nHeroes can tell\nOh, out of the light, like a star, like а hero\nLove will ѕurvive",https://youtube.com/watch?v=M9_XxUjDw0Q
2008,fr,France,Divine, Sébastien Tellier,19.0,,19.0,,19.0,47.0,,,,,,,Sébastien Tellier,Amandine de La Richardière;Sébastien Tellier,"Divine\n\nNo no no no no no no\nI'm looking for a band today\nI see the Chivers anyway\nThrough my eyes\n\nOh oh oh\nI… I'm alone in life to say\nI love the Chivers anyway\n'Cause Chivers look divine\n\nLook away\nThey try to find the Milky Way\nThey love to drink it every day\n\nNo no no no no no no\nYou… you and I, it's like you said\nI'm not a Chivers anyway\nYou look fine\n\nOh oh oh\nI… I'm alone in life to say\nI love the Chivers anyway\n'Cause Chivers look divine\n\nLook away\nThey try to find the Milky Way\n\nI… Toi et moi c'est comme tu sais\nPour moi l'amour chante en français\nShe looks fine\n\nOh oh oh\nI'm looking for a band today\nI see the Chivers anyway\nI'll be a Chivers guy ѕome dаy\nIn my mind",https://youtube.com/watch?v=CZQjBCvFd9E
2008,ro,Romania,lume,Pe-o margine de  Nico & Vlad,20.0,,1.0,,20.0,45.0,,,,,,,Andrei Tudor,Adina Şuteu;Andreea Andrei,"Pe-o margine de lume\n\nVino pe-o margine de lume\nCa pe o banca goală să stăm\nCerul sub tălpi mi s-ar întinde\nŞi nici nu vom şti dacă visăm\n\nAstăzi mai mult ca niciodată\nGândul meu te cheama vino\n\nO noapte întreagă şi-o zi\nCu tine alături de-aş fi\nAş crede că lumea-i a mea\nŞi numai ţie lumea ţi-o voi da\n\nVieni (vieni) e stringimi la mano\nIo vengo da lontano, da lontano per te (per te)\nOh, guarda (guarda) il mondo che ho sognato (ho sognato)\nPresente e il passato con te\n\nAstăzi mai mult ca niciodată – mai mult ca niciodată\nGândul meu te cheamă vino\n\nO noapte întreagă şi-o zi – ti offro il mio cuore, lo sai\nCu tine alături de-aş fi – sono innamorata più che mai\nAş crede că lumea-i a mea – ti voglio tanto bene\nŞi numai ţie lumea ţi-o voi da\n\nLa vita intera con te\nIl sogno più bello chi so – sono innamorata più che mai\nIl nostro cammino vedrà – ti voglio tanto bene\nLa luce di un amore senza età\nLa luce di un amore senza età\nSenza età\n\nÎmi ѕpui că vei rămâne doar a meа",https://youtube.com/watch?v=o_mvrGKbbqU
2008,hr,Croatia,Romanca, Kraljevi Ulice & 75 Cents,21.0,,9.0,,21.0,44.0,,,,,,,Miran 'Hadži' Veljković,,"Romanca\n\nVidiš prijatelju, ja pamtim sve\nI mogu ti reći da između ove\nI milijun drugih pjesama ne postoji razlika\n\nJer život taj za nama briše tragove\nU dobru noć on pušta čudne vragove\nPa svaki san je hladnim suncem obasjan\nA sjećanja su skoro sva ugasnula\n\nDa pitaš me još samo jedno znao bi\nDa boje sve tek s ovom rimom postoje\nA noć i dan su nekog stiha trag\nI nestat će kad sve naše pjesme izblijede\n\nZasvirajte noćas tu romancu\nTiho, nježno da me razboli\nTugu kad umire slavuj\nKad se duša s tijelom razdvoji\n\nZasvirajte noćas tu romancu\nAl polako da je čuju svi\nNeka opet sviraju gitare\nVeć odavno nisam sluš'o njih\n\nGovore mi danas da sam u banani\nTehnološki otpad ko majmun na grani\nA ja sam bio prvi Internet na svijetu\nNa brodovima s glazbom umrežio planetu\n\nPamtim i sad sve snove svojih pjesama\nSva maštanja i lica što su nestala\nKo sjene su još dio mojih buđenja\nZarobljena u mene, davno utkana\n\nZasvirajte noćas tu romancu\nTiho, nježno da me razboli\nTugu kad umire slavuj\nKad se duša s tijelom razdvoji\n\nZasvirajte noćas tu romancu\nAl polako da je čuju svi\nNeka opet sviraju gitare\nVeć odavno nisam sluš'o njih\n\nGovore mi danas da sam u banani\nTehnološki otpad ko majmun na grani\nA ja sam bio prvi Internet na svijetu\nNa brodovima s glazbom umrežio planetu\n\nJa sam umrežio, ja sam umrežio\nJa, ja, ja sam bio prvi Internet na svijetu\nJa ѕam umrežio plаnetu",https://youtube.com/watch?v=hcz-GO4ujbA
