year,from_country,to_country,points,to_region
2021,Bulgaria,Germany,0,Western Europe
2021,Croatia,Germany,0,Western Europe
2021,Cyprus,Germany,0,Western Europe
2021,Czechia,Germany,0,Western Europe
2021,Denmark,Germany,0,Western Europe
2021,Estonia,Germany,0,Western Europe
2021,Finland,Germany,0,Western Europe
2021,France,Germany,0,Western Europe
2021,Georgia,Germany,0,Western Europe
2021,Greece,Germany,0,Western Europe
2021,Iceland,Germany,0,Western Europe
2021,Ireland,Germany,0,Western Europe
2021,Israel,Germany,0,Western Europe
2021,Italy,Germany,0,Western Europe
2021,Latvia,Germany,0,Western Europe
2021,Lithuania,Germany,0,Western Europe
2021,Malta,Germany,0,Western Europe
2021,Moldova,Germany,0,Western Europe
2021,Netherlands,Germany,0,Western Europe
2021,North Macedonia,Germany,0,Western Europe
2021,Norway,Germany,0,Western Europe
2021,Poland,Germany,0,Western Europe
2021,Portugal,Germany,0,Western Europe
2021,Romania,Germany,1,Western Europe
2021,Russia,Germany,0,Western Europe
2021,San Marino,Germany,0,Western Europe
2021,Serbia,Germany,0,Western Europe
2021,Slovenia,Germany,0,Western Europe
2021,Spain,Germany,0,Western Europe
2021,Sweden,Germany,0,Western Europe
2021,Switzerland,Germany,0,Western Europe
2021,Ukraine,Germany,0,Western Europe
2021,United Kingdom,Germany,0,Western Europe
2021,Albania,United Kingdom,0,Western Europe
2021,Australia,United Kingdom,0,Western Europe
2021,Austria,United Kingdom,0,Western Europe
2021,Azerbaijan,United Kingdom,0,Western Europe
2021,Belgium,United Kingdom,0,Western Europe
2021,Bulgaria,United Kingdom,0,Western Europe
2021,Croatia,United Kingdom,0,Western Europe
2021,Cyprus,United Kingdom,0,Western Europe
2021,Czechia,United Kingdom,0,Western Europe
2021,Denmark,United Kingdom,0,Western Europe
2021,Estonia,United Kingdom,0,Western Europe
2021,Finland,United Kingdom,0,Western Europe
2021,France,United Kingdom,0,Western Europe
2021,Georgia,United Kingdom,0,Western Europe
2021,Germany,United Kingdom,0,Western Europe
2021,Greece,United Kingdom,0,Western Europe
2021,Iceland,United Kingdom,0,Western Europe
2021,Ireland,United Kingdom,0,Western Europe
2021,Israel,United Kingdom,0,Western Europe
2021,Italy,United Kingdom,0,Western Europe
2021,Latvia,United Kingdom,0,Western Europe
2021,Lithuania,United Kingdom,0,Western Europe
2021,Malta,United Kingdom,0,Western Europe
2021,Moldova,United Kingdom,0,Western Europe
2021,Netherlands,United Kingdom,0,Western Europe
2021,North Macedonia,United Kingdom,0,Western Europe
2021,Norway,United Kingdom,0,Western Europe
2021,Poland,United Kingdom,0,Western Europe
2021,Portugal,United Kingdom,0,Western Europe
2021,Romania,United Kingdom,0,Western Europe
2021,Russia,United Kingdom,0,Western Europe
2021,San Marino,United Kingdom,0,Western Europe
2021,Serbia,United Kingdom,0,Western Europe
2021,Slovenia,United Kingdom,0,Western Europe
2021,Spain,United Kingdom,0,Western Europe
2021,Sweden,United Kingdom,0,Western Europe
2021,Switzerland,United Kingdom,0,Western Europe
2021,Ukraine,United Kingdom,0,Western Europe
2022,Albania,Ukraine,7,Eastern Europe
2022,Armenia,Ukraine,6,Eastern Europe
2022,Australia,Ukraine,7,Eastern Europe
2022,Austria,Ukraine,0,Eastern Europe
2022,Azerbaijan,Ukraine,6,Eastern Europe
2022,Belgium,Ukraine,6,Eastern Europe
2022,Bulgaria,Ukraine,0,Eastern Europe
2022,Croatia,Ukraine,8,Eastern Europe
2022,Cyprus,Ukraine,7,Eastern Europe
2022,Czechia,Ukraine,4,Eastern Europe
2022,Denmark,Ukraine,5,Eastern Europe
2022,Estonia,Ukraine,0,Eastern Europe
2022,Finland,Ukraine,0,Eastern Europe
2022,France,Ukraine,10,Eastern Europe
2022,Georgia,Ukraine,6,Eastern Europe
2022,Germany,Ukraine,10,Eastern Europe
2022,Greece,Ukraine,0,Eastern Europe
2022,Iceland,Ukraine,10,Eastern Europe
2022,Ireland,Ukraine,3,Eastern Europe
2022,Israel,Ukraine,7,Eastern Europe
2022,Italy,Ukraine,0,Eastern Europe
2022,Latvia,Ukraine,12,Eastern Europe
2022,Lithuania,Ukraine,12,Eastern Europe
2022,Malta,Ukraine,0,Eastern Europe
2022,Moldova,Ukraine,12,Eastern Europe
2022,Montenegro,Ukraine,6,Eastern Europe
2022,Netherlands,Ukraine,0,Eastern Europe
2022,North Macedonia,Ukraine,0,Eastern Europe
2022,Norway,Ukraine,3,Eastern Europe
2022,Poland,Ukraine,12,Eastern Europe
2022,Portugal,Ukraine,8,Eastern Europe
2022,Romania,Ukraine,12,Eastern Europe
2022,San Marino,Ukraine,2,Eastern Europe
2022,Serbia,Ukraine,0,Eastern Europe
2022,Slovenia,Ukraine,8,Eastern Europe
2022,Spain,Ukraine,0,Eastern Europe
2022,Sweden,Ukraine,0,Eastern Europe
2022,Switzerland,Ukraine,3,Eastern Europe
2022,United Kingdom,Ukraine,0,Eastern Europe
2022,Albania,United Kingdom,10,Western Europe
2022,Armenia,United Kingdom,0,Western Europe
2022,Australia,United Kingdom,0,Western Europe
2022,Austria,United Kingdom,12,Western Europe
2022,Azerbaijan,United Kingdom,12,Western Europe
2022,Belgium,United Kingdom,12,Western Europe
2022,Bulgaria,United Kingdom,10,Western Europe
2022,Croatia,United Kingdom,0,Western Europe
2022,Cyprus,United Kingdom,3,Western Europe
2022,Czechia,United Kingdom,12,Western Europe
2022,Denmark,United Kingdom,6,Western Europe
2022,Estonia,United Kingdom,4,Western Europe
2022,Finland,United Kingdom,10,Western Europe
2022,France,United Kingdom,12,Western Europe
2022,Georgia,United Kingdom,12,Western Europe
2022,Germany,United Kingdom,12,Western Europe
2022,Greece,United Kingdom,0,Western Europe
2022,Iceland,United Kingdom,7,Western Europe
2022,Ireland,United Kingdom,8,Western Europe
2022,Israel,United Kingdom,10,Western Europe
2022,Italy,United Kingdom,6,Western Europe
2022,Latvia,United Kingdom,8,Western Europe
2022,Lithuania,United Kingdom,10,Western Europe
2022,Malta,United Kingdom,8,Western Europe
2022,Moldova,United Kingdom,10,Western Europe
2022,Montenegro,United Kingdom,5,Western Europe
2022,Netherlands,United Kingdom,4,Western Europe
2022,North Macedonia,United Kingdom,8,Western Europe
2022,Norway,United Kingdom,6,Western Europe
2022,Poland,United Kingdom,8,Western Europe
2022,Portugal,United Kingdom,10,Western Europe
2022,Romania,United Kingdom,8,Western Europe
2022,San Marino,United Kingdom,8,Western Europe
2022,Serbia,United Kingdom,1,Western Europe
2022,Slovenia,United Kingdom,2,Western Europe
2022,Spain,United Kingdom,3,Western Europe
2022,Sweden,United Kingdom,8,Western Europe
2022,Switzerland,United Kingdom,6,Western Europe
2022,Ukraine,United Kingdom,12,Western Europe
2022,Albania,Spain,5,Southern Europe
2022,Armenia,Spain,12,Southern Europe
2022,Australia,Spain,12,Southern Europe
2022,Austria,Spain,2,Southern Europe
2022,Azerbaijan,Spain,5,Southern Europe
2022,Belgium,Spain,10,Southern Europe
2022,Bulgaria,Spain,8,Southern Europe
2022,Croatia,Spain,6,Southern Europe
2022,Cyprus,Spain,6,Southern Europe
2022,Czechia,Spain,7,Southern Europe
2022,Denmark,Spain,4,Southern Europe
2022,Estonia,Spain,0,Southern Europe
2022,Finland,Spain,0,Southern Europe
2022,France,Spain,5,Southern Europe
2022,Georgia,Spain,5,Southern Europe
2022,Germany,Spain,8,Southern Europe
2022,Greece,Spain,5,Southern Europe
2022,Iceland,Spain,3,Southern Europe
2022,Ireland,Spain,12,Southern Europe
2022,Israel,Spain,3,Southern Europe
2022,Italy,Spain,0,Southern Europe
2022,Latvia,Spain,0,Southern Europe
2022,Lithuania,Spain,5,Southern Europe
2022,Malta,Spain,12,Southern Europe
2022,Moldova,Spain,3,Southern Europe
2022,Montenegro,Spain,8,Southern Europe
2022,Netherlands,Spain,5,Southern Europe
2022,North Macedonia,Spain,12,Southern Europe
2022,Norway,Spain,7,Southern Europe
2022,Poland,Spain,1,Southern Europe
2022,Portugal,Spain,12,Southern Europe
2022,Romania,Spain,1,Southern Europe
2022,San Marino,Spain,12,Southern Europe
2022,Serbia,Spain,4,Southern Europe
2022,Slovenia,Spain,1,Southern Europe
2022,Sweden,Spain,12,Southern Europe
2022,Switzerland,Spain,8,Southern Europe
2022,Ukraine,Spain,0,Southern Europe
2022,United Kingdom,Spain,10,Southern Europe
2022,Albania,Sweden,8,Northern Europe
2022,Armenia,Sweden,5,Northern Europe
2022,Australia,Sweden,10,Northern Europe
2022,Austria,Sweden,7,Northern Europe
2022,Azerbaijan,Sweden,8,Northern Europe
2022,Belgium,Sweden,7,Northern Europe
2022,Bulgaria,Sweden,0,Northern Europe
2022,Croatia,Sweden,5,Northern Europe
2022,Cyprus,Sweden,5,Northern Europe
2022,Czechia,Sweden,10,Northern Europe
2022,Denmark,Sweden,7,Northern Europe
2022,Estonia,Sweden,12,Northern Europe
2022,Finland,Sweden,12,Northern Europe
2022,France,Sweden,0,Northern Europe
2022,Georgia,Sweden,8,Northern Europe
2022,Germany,Sweden,7,Northern Europe
2022,Greece,Sweden,0,Northern Europe
2022,Iceland,Sweden,12,Northern Europe
2022,Ireland,Sweden,10,Northern Europe
2022,Israel,Sweden,12,Northern Europe
2022,Italy,Sweden,0,Northern Europe
2022,Latvia,Sweden,10,Northern Europe
2022,Lithuania,Sweden,3,Northern Europe
2022,Malta,Sweden,10,Northern Europe
2022,Moldova,Sweden,8,Northern Europe
2022,Montenegro,Sweden,7,Northern Europe
2022,Netherlands,Sweden,1,Northern Europe
2022,North Macedonia,Sweden,6,Northern Europe
2022,Norway,Sweden,8,Northern Europe
2022,Poland,Sweden,10,Northern Europe
2022,Portugal,Sweden,0,Northern Europe
2022,Romania,Sweden,10,Northern Europe
2022,San Marino,Sweden,5,Northern Europe
2022,Serbia,Sweden,5,Northern Europe
2022,Slovenia,Sweden,0,Northern Europe
2022,Spain,Sweden,7,Northern Europe
2022,Switzerland,Sweden,7,Northern Europe
2022,Ukraine,Sweden,4,Northern Europe
2022,United Kingdom,Sweden,12,Northern Europe
2022,Albania,Serbia,0,Southeastern Europe
2022,Armenia,Serbia,0,Southeastern Europe
2022,Australia,Serbia,8,Southeastern Europe
2022,Austria,Serbia,0,Southeastern Europe
2022,Azerbaijan,Serbia,0,Southeastern Europe
2022,Belgium,Serbia,4,Southeastern Europe
2022,Bulgaria,Serbia,0,Southeastern Europe
2022,Croatia,Serbia,12,Southeastern Europe
2022,Cyprus,Serbia,4,Southeastern Europe
2022,Czechia,Serbia,0,Southeastern Europe
2022,Denmark,Serbia,0,Southeastern Europe
2022,Estonia,Serbia,0,Southeastern Europe
2022,Finland,Serbia,7,Southeastern Europe
2022,France,Serbia,0,Southeastern Europe
2022,Georgia,Serbia,0,Southeastern Europe
2022,Germany,Serbia,0,Southeastern Europe
2022,Greece,Serbia,0,Southeastern Europe
2022,Iceland,Serbia,0,Southeastern Europe
2022,Ireland,Serbia,5,Southeastern Europe
2022,Israel,Serbia,0,Southeastern Europe
2022,Italy,Serbia,4,Southeastern Europe
2022,Latvia,Serbia,0,Southeastern Europe
2022,Lithuania,Serbia,1,Southeastern Europe
2022,Malta,Serbia,0,Southeastern Europe
2022,Moldova,Serbia,0,Southeastern Europe
2022,Montenegro,Serbia,12,Southeastern Europe
2022,Netherlands,Serbia,0,Southeastern Europe
2022,North Macedonia,Serbia,10,Southeastern Europe
2022,Norway,Serbia,0,Southeastern Europe
2022,Poland,Serbia,0,Southeastern Europe
2022,Portugal,Serbia,3,Southeastern Europe
2022,Romania,Serbia,0,Southeastern Europe
2022,San Marino,Serbia,0,Southeastern Europe
2022,Slovenia,Serbia,6,Southeastern Europe
2022,Spain,Serbia,6,Southeastern Europe
2022,Sweden,Serbia,4,Southeastern Europe
2022,Switzerland,Serbia,0,Southeastern Europe
2022,Ukraine,Serbia,0,Southeastern Europe
2022,United Kingdom,Serbia,1,Southeastern Europe
2022,Albania,Italy,12,Southern Europe
2022,Armenia,Italy,10,Southern Europe
2022,Australia,Italy,3,Southern Europe
2022,Austria,Italy,3,Southern Europe
2022,Azerbaijan,Italy,10,Southern Europe
2022,Belgium,Italy,8,Southern Europe
2022,Bulgaria,Italy,1,Southern Europe
2022,Croatia,Italy,4,Southern Europe
2022,Cyprus,Italy,1,Southern Europe
2022,Czechia,Italy,0,Southern Europe
2022,Denmark,Italy,0,Southern Europe
2022,Estonia,Italy,10,Southern Europe
2022,Finland,Italy,2,Southern Europe
2022,France,Italy,0,Southern Europe
2022,Georgia,Italy,10,Southern Europe
2022,Germany,Italy,0,Southern Europe
2022,Greece,Italy,1,Southern Europe
2022,Iceland,Italy,6,Southern Europe
2022,Ireland,Italy,6,Southern Europe
2022,Israel,Italy,8,Southern Europe
2022,Latvia,Italy,0,Southern Europe
2022,Lithuania,Italy,4,Southern Europe
2022,Malta,Italy,7,Southern Europe
2022,Moldova,Italy,0,Southern Europe
2022,Montenegro,Italy,10,Southern Europe
2022,Netherlands,Italy,0,Southern Europe
2022,North Macedonia,Italy,7,Southern Europe
2022,Norway,Italy,0,Southern Europe
2022,Poland,Italy,4,Southern Europe
2022,Portugal,Italy,0,Southern Europe
2022,Romania,Italy,4,Southern Europe
2022,San Marino,Italy,3,Southern Europe
2022,Serbia,Italy,0,Southern Europe
2022,Slovenia,Italy,12,Southern Europe
2022,Spain,Italy,10,Southern Europe
2022,Sweden,Italy,0,Southern Europe
2022,Switzerland,Italy,2,Southern Europe
2022,Ukraine,Italy,0,Southern Europe
2022,United Kingdom,Italy,0,Southern Europe
2022,Albania,Moldova,0,Eastern Europe
2022,Armenia,Moldova,1,Eastern Europe
2022,Australia,Moldova,0,Eastern Europe
2022,Austria,Moldova,0,Eastern Europe
2022,Azerbaijan,Moldova,0,Eastern Europe
2022,Belgium,Moldova,0,Eastern Europe
2022,Bulgaria,Moldova,0,Eastern Europe
2022,Croatia,Moldova,0,Eastern Europe
2022,Cyprus,Moldova,0,Eastern Europe
2022,Czechia,Moldova,0,Eastern Europe
2022,Denmark,Moldova,0,Eastern Europe
2022,Estonia,Moldova,0,Eastern Europe
2022,Finland,Moldova,0,Eastern Europe
2022,France,Moldova,0,Eastern Europe
2022,Georgia,Moldova,0,Eastern Europe
2022,Germany,Moldova,0,Eastern Europe
2022,Greece,Moldova,6,Eastern Europe
2022,Iceland,Moldova,0,Eastern Europe
2022,Ireland,Moldova,0,Eastern Europe
2022,Israel,Moldova,0,Eastern Europe
2022,Italy,Moldova,5,Eastern Europe
2022,Latvia,Moldova,0,Eastern Europe
2022,Lithuania,Moldova,0,Eastern Europe
2022,Malta,Moldova,0,Eastern Europe
2022,Montenegro,Moldova,0,Eastern Europe
2022,Netherlands,Moldova,2,Eastern Europe
2022,North Macedonia,Moldova,0,Eastern Europe
2022,Norway,Moldova,0,Eastern Europe
2022,Poland,Moldova,0,Eastern Europe
2022,Portugal,Moldova,0,Eastern Europe
2022,Romania,Moldova,0,Eastern Europe
2022,San Marino,Moldova,0,Eastern Europe
2022,Serbia,Moldova,0,Eastern Europe
2022,Slovenia,Moldova,0,Eastern Europe
2022,Spain,Moldova,0,Eastern Europe
2022,Sweden,Moldova,0,Eastern Europe
2022,Switzerland,Moldova,0,Eastern Europe
2022,Ukraine,Moldova,0,Eastern Europe
2022,United Kingdom,Moldova,0,Eastern Europe
2022,Albania,Greece,0,Southern Europe
2022,Armenia,Greece,2,Southern Europe
2022,Australia,Greece,0,Southern Europe
2022,Austria,Greece,4,Southern Europe
2022,Azerbaijan,Greece,3,Southern Europe
2022,Belgium,Greece,0,Southern Europe
2022,Bulgaria,Greece,12,Southern Europe
2022,Croatia,Greece,3,Southern Europe
2022,Cyprus,Greece,12,Southern Europe
2022,Czechia,Greece,3,Southern Europe
2022,Denmark,Greece,12,Southern Europe
2022,Estonia,Greece,6,Southern Europe
2022,Finland,Greece,6,Southern Europe
2022,France,Greece,3,Southern Europe
2022,Georgia,Greece,3,Southern Europe
2022,Germany,Greece,0,Southern Europe
2022,Iceland,Greece,0,Southern Europe
2022,Ireland,Greece,0,Southern Europe
2022,Israel,Greece,0,Southern Europe
2022,Italy,Greece,10,Southern Europe
2022,Latvia,Greece,7,Southern Europe
2022,Lithuania,Greece,0,Southern Europe
2022,Malta,Greece,1,Southern Europe
2022,Moldova,Greece,0,Southern Europe
2022,Montenegro,Greece,0,Southern Europe
2022,Netherlands,Greece,12,Southern Europe
2022,North Macedonia,Greece,0,Southern Europe
2022,Norway,Greece,12,Southern Europe
2022,Poland,Greece,2,Southern Europe
2022,Portugal,Greece,4,Southern Europe
2022,Romania,Greece,2,Southern Europe
2022,San Marino,Greece,10,Southern Europe
2022,Serbia,Greece,0,Southern Europe
2022,Slovenia,Greece,4,Southern Europe
2022,Spain,Greece,2,Southern Europe
2022,Sweden,Greece,0,Southern Europe
2022,Switzerland,Greece,12,Southern Europe
2022,Ukraine,Greece,7,Southern Europe
2022,United Kingdom,Greece,4,Southern Europe
2022,Albania,Portugal,1,Southern Europe
2022,Armenia,Portugal,8,Southern Europe
2022,Australia,Portugal,6,Southern Europe
2022,Austria,Portugal,10,Southern Europe
2022,Azerbaijan,Portugal,7,Southern Europe
2022,Belgium,Portugal,5,Southern Europe
2022,Bulgaria,Portugal,4,Southern Europe
2022,Croatia,Portugal,10,Southern Europe
2022,Cyprus,Portugal,0,Southern Europe
2022,Czechia,Portugal,5,Southern Europe
2022,Denmark,Portugal,8,Southern Europe
2022,Estonia,Portugal,7,Southern Europe
2022,Finland,Portugal,0,Southern Europe
2022,France,Portugal,1,Southern Europe
2022,Georgia,Portugal,7,Southern Europe
2022,Germany,Portugal,0,Southern Europe
2022,Greece,Portugal,3,Southern Europe
2022,Iceland,Portugal,5,Southern Europe
2022,Ireland,Portugal,4,Southern Europe
2022,Israel,Portugal,0,Southern Europe
2022,Italy,Portugal,0,Southern Europe
2022,Latvia,Portugal,6,Southern Europe
2022,Lithuania,Portugal,8,Southern Europe
2022,Malta,Portugal,0,Southern Europe
2022,Moldova,Portugal,2,Southern Europe
2022,Montenegro,Portugal,4,Southern Europe
2022,Netherlands,Portugal,8,Southern Europe
2022,North Macedonia,Portugal,0,Southern Europe
2022,Norway,Portugal,10,Southern Europe
2022,Poland,Portugal,7,Southern Europe
2022,Romania,Portugal,7,Southern Europe
2022,San Marino,Portugal,0,Southern Europe
2022,Serbia,Portugal,7,Southern Europe
2022,Slovenia,Portugal,3,Southern Europe
2022,Spain,Portugal,0,Southern Europe
2022,Sweden,Portugal,0,Southern Europe
2022,Switzerland,Portugal,5,Southern Europe
2022,Ukraine,Portugal,10,Southern Europe
2022,United Kingdom,Portugal,3,Southern Europe
2022,Albania,Norway,0,Northern Europe
2022,Armenia,Norway,0,Northern Europe
2022,Australia,Norway,0,Northern Europe
2022,Austria,Norway,5,Northern Europe
2022,Azerbaijan,Norway,0,Northern Europe
2022,Belgium,Norway,0,Northern Europe
2022,Bulgaria,Norway,2,Northern Europe
2022,Croatia,Norway,0,Northern Europe
2022,Cyprus,Norway,0,Northern Europe
2022,Czechia,Norway,2,Northern Europe
2022,Denmark,Norway,0,Northern Europe
2022,Estonia,Norway,0,Northern Europe
2022,Finland,Norway,4,Northern Europe
2022,France,Norway,0,Northern Europe
2022,Georgia,Norway,0,Northern Europe
2022,Germany,Norway,3,Northern Europe
2022,Greece,Norway,0,Northern Europe
2022,Iceland,Norway,8,Northern Europe
2022,Ireland,Norway,0,Northern Europe
2022,Israel,Norway,0,Northern Europe
2022,Italy,Norway,0,Northern Europe
2022,Latvia,Norway,5,Northern Europe
2022,Lithuania,Norway,0,Northern Europe
2022,Malta,Norway,0,Northern Europe
2022,Moldova,Norway,0,Northern Europe
2022,Montenegro,Norway,0,Northern Europe
2022,Netherlands,Norway,3,Northern Europe
2022,North Macedonia,Norway,0,Northern Europe
2022,Poland,Norway,0,Northern Europe
2022,Portugal,Norway,0,Northern Europe
2022,Romania,Norway,0,Northern Europe
2022,San Marino,Norway,0,Northern Europe
2022,Serbia,Norway,0,Northern Europe
2022,Slovenia,Norway,0,Northern Europe
2022,Spain,Norway,0,Northern Europe
2022,Sweden,Norway,3,Northern Europe
2022,Switzerland,Norway,1,Northern Europe
2022,Ukraine,Norway,0,Northern Europe
2022,United Kingdom,Norway,0,Northern Europe
2022,Albania,Netherlands,6,Western Europe
2022,Armenia,Netherlands,4,Western Europe
2022,Australia,Netherlands,0,Western Europe
2022,Austria,Netherlands,8,Western Europe
2022,Azerbaijan,Netherlands,4,Western Europe
2022,Belgium,Netherlands,0,Western Europe
2022,Bulgaria,Netherlands,0,Western Europe
2022,Croatia,Netherlands,2,Western Europe
2022,Cyprus,Netherlands,0,Western Europe
2022,Czechia,Netherlands,0,Western Europe
2022,Denmark,Netherlands,10,Western Europe
2022,Estonia,Netherlands,1,Western Europe
2022,Finland,Netherlands,5,Western Europe
2022,France,Netherlands,4,Western Europe
2022,Georgia,Netherlands,4,Western Europe
2022,Germany,Netherlands,4,Western Europe
2022,Greece,Netherlands,4,Western Europe
2022,Iceland,Netherlands,4,Western Europe
2022,Ireland,Netherlands,0,Western Europe
2022,Israel,Netherlands,1,Western Europe
2022,Italy,Netherlands,12,Western Europe
2022,Latvia,Netherlands,4,Western Europe
2022,Lithuania,Netherlands,6,Western Europe
2022,Malta,Netherlands,0,Western Europe
2022,Moldova,Netherlands,0,Western Europe
2022,Montenegro,Netherlands,3,Western Europe
2022,North Macedonia,Netherlands,0,Western Europe
2022,Norway,Netherlands,5,Western Europe
2022,Poland,Netherlands,3,Western Europe
2022,Portugal,Netherlands,7,Western Europe
2022,Romania,Netherlands,3,Western Europe
2022,San Marino,Netherlands,0,Western Europe
2022,Serbia,Netherlands,0,Western Europe
2022,Slovenia,Netherlands,7,Western Europe
2022,Spain,Netherlands,0,Western Europe
2022,Sweden,Netherlands,0,Western Europe
2022,Switzerland,Netherlands,10,Western Europe
2022,Ukraine,Netherlands,8,Western Europe
2022,United Kingdom,Netherlands,0,Western Europe
2022,Albania,Poland,0,Central Europe
2022,Armenia,Poland,0,Central Europe
2022,Australia,Poland,0,Central Europe
2022,Austria,Poland,0,Central Europe
2022,Azerbaijan,Poland,2,Central Europe
2022,Belgium,Poland,0,Central Europe
2022,Bulgaria,Poland,0,Central Europe
2022,Croatia,Poland,0,Central Europe
2022,Cyprus,Poland,0,Central Europe
2022,Czechia,Poland,0,Central Europe
2022,Denmark,Poland,0,Central Europe
2022,Estonia,Poland,0,Central Europe
2022,Finland,Poland,0,Central Europe
2022,France,Poland,8,Central Europe
2022,Georgia,Poland,2,Central Europe
2022,Germany,Poland,0,Central Europe
2022,Greece,Poland,10,Central Europe
2022,Iceland,Poland,0,Central Europe
2022,Ireland,Poland,0,Central Europe
2022,Israel,Poland,6,Central Europe
2022,Italy,Poland,0,Central Europe
2022,Latvia,Poland,0,Central Europe
2022,Lithuania,Poland,0,Central Europe
2022,Malta,Poland,4,Central Europe
2022,Moldova,Poland,0,Central Europe
2022,Montenegro,Poland,0,Central Europe
2022,Netherlands,Poland,0,Central Europe
2022,North Macedonia,Poland,2,Central Europe
2022,Norway,Poland,0,Central Europe
2022,Portugal,Poland,0,Central Europe
2022,Romania,Poland,0,Central Europe
2022,San Marino,Poland,4,Central Europe
2022,Serbia,Poland,0,Central Europe
2022,Slovenia,Poland,0,Central Europe
2022,Spain,Poland,0,Central Europe
2022,Sweden,Poland,0,Central Europe
2022,Switzerland,Poland,0,Central Europe
2022,Ukraine,Poland,0,Central Europe
2022,United Kingdom,Poland,8,Central Europe
2022,Albania,Estonia,0,Northern Europe
2022,Armenia,Estonia,3,Northern Europe
2022,Australia,Estonia,1,Northern Europe
2022,Austria,Estonia,0,Northern Europe
2022,Azerbaijan,Estonia,0,Northern Europe
2022,Belgium,Estonia,0,Northern Europe
2022,Bulgaria,Estonia,0,Northern Europe
2022,Croatia,Estonia,0,Northern Europe
2022,Cyprus,Estonia,0,Northern Europe
2022,Czechia,Estonia,8,Northern Europe
2022,Denmark,Estonia,0,Northern Europe
2022,Finland,Estonia,0,Northern Europe
2022,France,Estonia,0,Northern Europe
2022,Georgia,Estonia,0,Northern Europe
2022,Germany,Estonia,0,Northern Europe
2022,Greece,Estonia,0,Northern Europe
2022,Iceland,Estonia,0,Northern Europe
2022,Ireland,Estonia,0,Northern Europe
2022,Israel,Estonia,0,Northern Europe
2022,Italy,Estonia,0,Northern Europe
2022,Latvia,Estonia,0,Northern Europe
2022,Lithuania,Estonia,0,Northern Europe
2022,Malta,Estonia,5,Northern Europe
2022,Moldova,Estonia,5,Northern Europe
2022,Montenegro,Estonia,0,Northern Europe
2022,Netherlands,Estonia,0,Northern Europe
2022,North Macedonia,Estonia,0,Northern Europe
2022,Norway,Estonia,0,Northern Europe
2022,Poland,Estonia,0,Northern Europe
2022,Portugal,Estonia,0,Northern Europe
2022,Romania,Estonia,0,Northern Europe
2022,San Marino,Estonia,0,Northern Europe
2022,Serbia,Estonia,10,Northern Europe
2022,Slovenia,Estonia,0,Northern Europe
2022,Spain,Estonia,0,Northern Europe
2022,Sweden,Estonia,6,Northern Europe
2022,Switzerland,Estonia,0,Northern Europe
2022,Ukraine,Estonia,0,Northern Europe
2022,United Kingdom,Estonia,5,Northern Europe
2022,Albania,Lithuania,0,Northern Europe
2022,Armenia,Lithuania,0,Northern Europe
2022,Australia,Lithuania,0,Northern Europe
2022,Austria,Lithuania,0,Northern Europe
2022,Azerbaijan,Lithuania,0,Northern Europe
2022,Belgium,Lithuania,0,Northern Europe
2022,Bulgaria,Lithuania,0,Northern Europe
2022,Croatia,Lithuania,7,Northern Europe
2022,Cyprus,Lithuania,0,Northern Europe
2022,Czechia,Lithuania,0,Northern Europe
2022,Denmark,Lithuania,3,Northern Europe
2022,Estonia,Lithuania,2,Northern Europe
2022,Finland,Lithuania,0,Northern Europe
2022,France,Lithuania,0,Northern Europe
2022,Georgia,Lithuania,0,Northern Europe
2022,Germany,Lithuania,0,Northern Europe
2022,Greece,Lithuania,0,Northern Europe
2022,Iceland,Lithuania,1,Northern Europe
2022,Ireland,Lithuania,0,Northern Europe
2022,Israel,Lithuania,0,Northern Europe
2022,Italy,Lithuania,0,Northern Europe
2022,Latvia,Lithuania,1,Northern Europe
2022,Malta,Lithuania,0,Northern Europe
2022,Moldova,Lithuania,0,Northern Europe
2022,Montenegro,Lithuania,2,Northern Europe
2022,Netherlands,Lithuania,0,Northern Europe
2022,North Macedonia,Lithuania,0,Northern Europe
2022,Norway,Lithuania,2,Northern Europe
2022,Poland,Lithuania,0,Northern Europe
2022,Portugal,Lithuania,5,Northern Europe
2022,Romania,Lithuania,0,Northern Europe
2022,San Marino,Lithuania,0,Northern Europe
2022,Serbia,Lithuania,2,Northern Europe
2022,Slovenia,Lithuania,10,Northern Europe
2022,Spain,Lithuania,0,Northern Europe
2022,Sweden,Lithuania,0,Northern Europe
2022,Switzerland,Lithuania,0,Northern Europe
2022,Ukraine,Lithuania,0,Northern Europe
2022,United Kingdom,Lithuania,0,Northern Europe
2022,Albania,Australia,0,Other
2022,Armenia,Australia,0,Other
2022,Austria,Australia,0,Other
2022,Azerbaijan,Australia,0,Other
2022,Belgium,Australia,1,Other
2022,Bulgaria,Australia,0,Other
2022,Croatia,Australia,0,Other
2022,Cyprus,Australia,8,Other
2022,Czechia,Australia,1,Other
2022,Denmark,Australia,0,Other
2022,Estonia,Australia,8,Other
2022,Finland,Australia,8,Other
2022,France,Australia,0,Other
2022,Georgia,Australia,0,Other
2022,Germany,Australia,5,Other
2022,Greece,Australia,8,Other
2022,Iceland,Australia,0,Other
2022,Ireland,Australia,2,Other
2022,Israel,Australia,5,Other
2022,Italy,Australia,2,Other
2022,Latvia,Australia,2,Other
2022,Lithuania,Australia,0,Other
2022,Malta,Australia,6,Other
2022,Moldova,Australia,6,Other
