year,from_country,to_country,points,to_region
2016,Albania,Ukraine,0,Eastern Europe
2016,Armenia,Ukraine,0,Eastern Europe
2016,Australia,Ukraine,2,Eastern Europe
2016,Austria,Ukraine,0,Eastern Europe
2016,Azerbaijan,Ukraine,10,Eastern Europe
2016,Belarus,Ukraine,7,Eastern Europe
2016,Belgium,Ukraine,3,Eastern Europe
2016,Bosnia and Herzegovina,Ukraine,12,Eastern Europe
2016,Bulgaria,Ukraine,0,Eastern Europe
2016,Croatia,Ukraine,0,Eastern Europe
2016,Cyprus,Ukraine,0,Eastern Europe
2016,Czechia,Ukraine,0,Eastern Europe
2016,Denmark,Ukraine,12,Eastern Europe
2016,Estonia,Ukraine,7,Eastern Europe
2016,Finland,Ukraine,0,Eastern Europe
2016,France,Ukraine,0,Eastern Europe
2016,Georgia,Ukraine,12,Eastern Europe
2016,Germany,Ukraine,7,Eastern Europe
2016,Greece,Ukraine,2,Eastern Europe
2016,Hungary,Ukraine,0,Eastern Europe
2016,Iceland,Ukraine,0,Eastern Europe
2016,Ireland,Ukraine,0,Eastern Europe
2016,Israel,Ukraine,12,Eastern Europe
2016,Italy,Ukraine,10,Eastern Europe
2016,Latvia,Ukraine,12,Eastern Europe
2016,Lithuania,Ukraine,8,Eastern Europe
2016,Malta,Ukraine,0,Eastern Europe
2016,Moldova,Ukraine,12,Eastern Europe
2016,Montenegro,Ukraine,0,Eastern Europe
2016,Netherlands,Ukraine,3,Eastern Europe
2016,North Macedonia,Ukraine,12,Eastern Europe
2016,Norway,Ukraine,4,Eastern Europe
2016,Poland,Ukraine,12,Eastern Europe
2016,Russia,Ukraine,0,Eastern Europe
2016,San Marino,Ukraine,12,Eastern Europe
2016,Serbia,Ukraine,12,Eastern Europe
2016,Slovenia,Ukraine,12,Eastern Europe
2016,Spain,Ukraine,0,Eastern Europe
2016,Sweden,Ukraine,0,Eastern Europe
2016,Switzerland,Ukraine,6,Eastern Europe
2016,United Kingdom,Ukraine,10,Eastern Europe
2016,Albania,Australia,12,Other
2016,Armenia,Australia,5,Other
2016,Austria,Australia,12,Other
2016,Azerbaijan,Australia,7,Other
2016,Belarus,Australia,6,Other
2016,Belgium,Australia,12,Other
2016,Bosnia and Herzegovina,Australia,10,Other
2016,Bulgaria,Australia,8,Other
2016,Croatia,Australia,12,Other
2016,Cyprus,Australia,10,Other
2016,Czechia,Australia,0,Other
2016,Denmark,Australia,10,Other
2016,Estonia,Australia,10,Other
2016,Finland,Australia,8,Other
2016,France,Australia,6,Other
2016,Georgia,Australia,8,Other
2016,Germany,Australia,6,Other
2016,Greece,Australia,7,Other
2016,Hungary,Australia,12,Other
2016,Iceland,Australia,10,Other
2016,Ireland,Australia,0,Other
2016,Israel,Australia,10,Other
2016,Italy,Australia,6,Other
2016,Latvia,Australia,5,Other
2016,Lithuania,Australia,12,Other
2016,Malta,Australia,3,Other
2016,Moldova,Australia,10,Other
2016,Montenegro,Australia,4,Other
2016,Netherlands,Australia,12,Other
2016,North Macedonia,Australia,8,Other
2016,Norway,Australia,10,Other
2016,Poland,Australia,10,Other
2016,Russia,Australia,2,Other
2016,San Marino,Australia,0,Other
2016,Serbia,Australia,6,Other
2016,Slovenia,Australia,6,Other
2016,Spain,Australia,8,Other
2016,Sweden,Australia,12,Other
2016,Switzerland,Australia,12,Other
2016,Ukraine,Australia,5,Other
2016,United Kingdom,Australia,8,Other
2016,Albania,Russia,7,Eastern Europe
2016,Armenia,Russia,2,Eastern Europe
2016,Australia,Russia,0,Eastern Europe
2016,Austria,Russia,3,Eastern Europe
2016,Azerbaijan,Russia,12,Eastern Europe
2016,Belarus,Russia,12,Eastern Europe
2016,Belgium,Russia,0,Eastern Europe
2016,Bosnia and Herzegovina,Russia,5,Eastern Europe
2016,Bulgaria,Russia,6,Eastern Europe
2016,Croatia,Russia,6,Eastern Europe
2016,Cyprus,Russia,12,Eastern Europe
2016,Czechia,Russia,0,Eastern Europe
2016,Denmark,Russia,0,Eastern Europe
2016,Estonia,Russia,0,Eastern Europe
2016,Finland,Russia,0,Eastern Europe
2016,France,Russia,1,Eastern Europe
2016,Georgia,Russia,0,Eastern Europe
2016,Germany,Russia,0,Eastern Europe
2016,Greece,Russia,12,Eastern Europe
2016,Hungary,Russia,0,Eastern Europe
2016,Iceland,Russia,8,Eastern Europe
2016,Ireland,Russia,0,Eastern Europe
2016,Israel,Russia,0,Eastern Europe
2016,Italy,Russia,0,Eastern Europe
2016,Latvia,Russia,7,Eastern Europe
2016,Lithuania,Russia,0,Eastern Europe
2016,Malta,Russia,4,Eastern Europe
2016,Moldova,Russia,7,Eastern Europe
2016,Montenegro,Russia,8,Eastern Europe
2016,Netherlands,Russia,0,Eastern Europe
2016,North Macedonia,Russia,0,Eastern Europe
2016,Norway,Russia,0,Eastern Europe
2016,Poland,Russia,0,Eastern Europe
2016,San Marino,Russia,7,Eastern Europe
2016,Serbia,Russia,1,Eastern Europe
2016,Slovenia,Russia,0,Eastern Europe
2016,Spain,Russia,4,Eastern Europe
2016,Sweden,Russia,6,Eastern Europe
2016,Switzerland,Russia,0,Eastern Europe
2016,Ukraine,Russia,0,Eastern Europe
2016,United Kingdom,Russia,0,Eastern Europe
2016,Albania,Bulgaria,4,Southeastern Europe
2016,Armenia,Bulgaria,7,Southeastern Europe
2016,Australia,Bulgaria,8,Southeastern Europe
2016,Austria,Bulgaria,0,Southeastern Europe
2016,Azerbaijan,Bulgaria,8,Southeastern Europe
2016,Belarus,Bulgaria,1,Southeastern Europe
2016,Belgium,Bulgaria,6,Southeastern Europe
2016,Bosnia and Herzegovina,Bulgaria,3,Southeastern Europe
2016,Croatia,Bulgaria,0,Southeastern Europe
2016,Cyprus,Bulgaria,0,Southeastern Europe
2016,Czechia,Bulgaria,0,Southeastern Europe
2016,Denmark,Bulgaria,6,Southeastern Europe
2016,Estonia,Bulgaria,0,Southeastern Europe
2016,Finland,Bulgaria,0,Southeastern Europe
2016,France,Bulgaria,10,Southeastern Europe
2016,Georgia,Bulgaria,0,Southeastern Europe
2016,Germany,Bulgaria,0,Southeastern Europe
2016,Greece,Bulgaria,0,Southeastern Europe
2016,Hungary,Bulgaria,0,Southeastern Europe
2016,Iceland,Bulgaria,0,Southeastern Europe
2016,Ireland,Bulgaria,10,Southeastern Europe
2016,Israel,Bulgaria,7,Southeastern Europe
2016,Italy,Bulgaria,0,Southeastern Europe
2016,Latvia,Bulgaria,1,Southeastern Europe
2016,Lithuania,Bulgaria,2,Southeastern Europe
2016,Malta,Bulgaria,10,Southeastern Europe
2016,Moldova,Bulgaria,0,Southeastern Europe
2016,Montenegro,Bulgaria,2,Southeastern Europe
2016,Netherlands,Bulgaria,0,Southeastern Europe
2016,North Macedonia,Bulgaria,10,Southeastern Europe
2016,Norway,Bulgaria,8,Southeastern Europe
2016,Poland,Bulgaria,3,Southeastern Europe
2016,Russia,Bulgaria,0,Southeastern Europe
2016,San Marino,Bulgaria,0,Southeastern Europe
2016,Serbia,Bulgaria,4,Southeastern Europe
2016,Slovenia,Bulgaria,10,Southeastern Europe
2016,Spain,Bulgaria,0,Southeastern Europe
2016,Sweden,Bulgaria,0,Southeastern Europe
2016,Switzerland,Bulgaria,1,Southeastern Europe
2016,Ukraine,Bulgaria,1,Southeastern Europe
2016,United Kingdom,Bulgaria,5,Southeastern Europe
2016,Albania,Sweden,0,Northern Europe
2016,Armenia,Sweden,0,Northern Europe
2016,Australia,Sweden,0,Northern Europe
2016,Austria,Sweden,8,Northern Europe
2016,Azerbaijan,Sweden,0,Northern Europe
2016,Belarus,Sweden,8,Northern Europe
2016,Belgium,Sweden,0,Northern Europe
2016,Bosnia and Herzegovina,Sweden,0,Northern Europe
2016,Bulgaria,Sweden,0,Northern Europe
2016,Croatia,Sweden,0,Northern Europe
2016,Cyprus,Sweden,0,Northern Europe
2016,Czechia,Sweden,12,Northern Europe
2016,Denmark,Sweden,4,Northern Europe
2016,Estonia,Sweden,12,Northern Europe
2016,Finland,Sweden,12,Northern Europe
2016,France,Sweden,5,Northern Europe
2016,Georgia,Sweden,6,Northern Europe
2016,Germany,Sweden,10,Northern Europe
2016,Greece,Sweden,0,Northern Europe
2016,Hungary,Sweden,4,Northern Europe
2016,Iceland,Sweden,6,Northern Europe
2016,Ireland,Sweden,5,Northern Europe
2016,Israel,Sweden,0,Northern Europe
2016,Italy,Sweden,2,Northern Europe
2016,Latvia,Sweden,8,Northern Europe
2016,Lithuania,Sweden,0,Northern Europe
2016,Malta,Sweden,0,Northern Europe
2016,Moldova,Sweden,6,Northern Europe
2016,Montenegro,Sweden,0,Northern Europe
2016,Netherlands,Sweden,10,Northern Europe
2016,North Macedonia,Sweden,0,Northern Europe
2016,Norway,Sweden,0,Northern Europe
2016,Poland,Sweden,0,Northern Europe
2016,Russia,Sweden,0,Northern Europe
2016,San Marino,Sweden,0,Northern Europe
2016,Serbia,Sweden,0,Northern Europe
2016,Slovenia,Sweden,0,Northern Europe
2016,Spain,Sweden,0,Northern Europe
2016,Switzerland,Sweden,0,Northern Europe
2016,Ukraine,Sweden,4,Northern Europe
2016,United Kingdom,Sweden,0,Northern Europe
2016,Albania,France,10,Western Europe
2016,Armenia,France,12,Western Europe
2016,Australia,France,6,Western Europe
2016,Austria,France,7,Western Europe
2016,Azerbaijan,France,0,Western Europe
2016,Belarus,France,0,Western Europe
2016,Belgium,France,8,Western Europe
2016,Bosnia and Herzegovina,France,7,Western Europe
2016,Bulgaria,France,0,Western Europe
2016,Croatia,France,8,Western Europe
2016,Cyprus,France,7,Western Europe
2016,Czechia,France,5,Western Europe
2016,Denmark,France,0,Western Europe
2016,Estonia,France,1,Western Europe
2016,Finland,France,1,Western Europe
2016,Georgia,France,4,Western Europe
2016,Germany,France,0,Western Europe
2016,Greece,France,6,Western Europe
2016,Hungary,France,0,Western Europe
2016,Iceland,France,2,Western Europe
2016,Ireland,France,3,Western Europe
2016,Israel,France,8,Western Europe
2016,Italy,France,7,Western Europe
2016,Latvia,France,0,Western Europe
2016,Lithuania,France,1,Western Europe
2016,Malta,France,6,Western Europe
2016,Moldova,France,0,Western Europe
2016,Montenegro,France,5,Western Europe
2016,Netherlands,France,5,Western Europe
2016,North Macedonia,France,0,Western Europe
2016,Norway,France,0,Western Europe
2016,Poland,France,1,Western Europe
2016,Russia,France,7,Western Europe
2016,San Marino,France,0,Western Europe
2016,Serbia,France,0,Western Europe
2016,Slovenia,France,0,Western Europe
2016,Spain,France,7,Western Europe
2016,Sweden,France,8,Western Europe
2016,Switzerland,France,0,Western Europe
2016,Ukraine,France,0,Western Europe
2016,United Kingdom,France,6,Western Europe
2016,Albania,Armenia,0,Other
2016,Australia,Armenia,0,Other
2016,Austria,Armenia,2,Other
2016,Azerbaijan,Armenia,0,Other
2016,Belarus,Armenia,3,Other
2016,Belgium,Armenia,0,Other
2016,Bosnia and Herzegovina,Armenia,2,Other
2016,Bulgaria,Armenia,12,Other
2016,Croatia,Armenia,4,Other
2016,Cyprus,Armenia,8,Other
2016,Czechia,Armenia,0,Other
2016,Denmark,Armenia,0,Other
2016,Estonia,Armenia,0,Other
2016,Finland,Armenia,0,Other
2016,France,Armenia,2,Other
2016,Georgia,Armenia,0,Other
2016,Germany,Armenia,0,Other
2016,Greece,Armenia,10,Other
2016,Hungary,Armenia,1,Other
2016,Iceland,Armenia,0,Other
2016,Ireland,Armenia,0,Other
2016,Israel,Armenia,2,Other
2016,Italy,Armenia,0,Other
2016,Latvia,Armenia,6,Other
2016,Lithuania,Armenia,4,Other
2016,Malta,Armenia,7,Other
2016,Moldova,Armenia,5,Other
2016,Montenegro,Armenia,10,Other
2016,Netherlands,Armenia,2,Other
2016,North Macedonia,Armenia,0,Other
2016,Norway,Armenia,0,Other
2016,Poland,Armenia,0,Other
2016,Russia,Armenia,12,Other
2016,San Marino,Armenia,0,Other
2016,Serbia,Armenia,3,Other
2016,Slovenia,Armenia,4,Other
2016,Spain,Armenia,12,Other
2016,Sweden,Armenia,4,Other
2016,Switzerland,Armenia,0,Other
2016,Ukraine,Armenia,0,Other
2016,United Kingdom,Armenia,0,Other
2016,Albania,Poland,0,Central Europe
2016,Armenia,Poland,0,Central Europe
2016,Australia,Poland,0,Central Europe
2016,Austria,Poland,0,Central Europe
2016,Azerbaijan,Poland,2,Central Europe
2016,Belarus,Poland,0,Central Europe
2016,Belgium,Poland,0,Central Europe
2016,Bosnia and Herzegovina,Poland,0,Central Europe
2016,Bulgaria,Poland,0,Central Europe
2016,Croatia,Poland,0,Central Europe
2016,Cyprus,Poland,0,Central Europe
2016,Czechia,Poland,0,Central Europe
2016,Denmark,Poland,0,Central Europe
2016,Estonia,Poland,0,Central Europe
2016,Finland,Poland,0,Central Europe
2016,France,Poland,0,Central Europe
2016,Georgia,Poland,0,Central Europe
2016,Germany,Poland,0,Central Europe
2016,Greece,Poland,0,Central Europe
2016,Hungary,Poland,0,Central Europe
2016,Iceland,Poland,0,Central Europe
2016,Ireland,Poland,0,Central Europe
2016,Israel,Poland,0,Central Europe
2016,Italy,Poland,0,Central Europe
2016,Latvia,Poland,0,Central Europe
2016,Lithuania,Poland,3,Central Europe
2016,Malta,Poland,0,Central Europe
2016,Moldova,Poland,0,Central Europe
2016,Montenegro,Poland,1,Central Europe
2016,Netherlands,Poland,0,Central Europe
2016,North Macedonia,Poland,0,Central Europe
2016,Norway,Poland,1,Central Europe
2016,Russia,Poland,0,Central Europe
2016,San Marino,Poland,0,Central Europe
2016,Serbia,Poland,0,Central Europe
2016,Slovenia,Poland,0,Central Europe
2016,Spain,Poland,0,Central Europe
2016,Sweden,Poland,0,Central Europe
2016,Switzerland,Poland,0,Central Europe
2016,Ukraine,Poland,0,Central Europe
2016,United Kingdom,Poland,0,Central Europe
2016,Albania,Lithuania,0,Northern Europe
2016,Armenia,Lithuania,0,Northern Europe
2016,Australia,Lithuania,7,Northern Europe
2016,Austria,Lithuania,1,Northern Europe
2016,Azerbaijan,Lithuania,5,Northern Europe
2016,Belarus,Lithuania,10,Northern Europe
2016,Belgium,Lithuania,0,Northern Europe
2016,Bosnia and Herzegovina,Lithuania,0,Northern Europe
2016,Bulgaria,Lithuania,1,Northern Europe
2016,Croatia,Lithuania,0,Northern Europe
2016,Cyprus,Lithuania,0,Northern Europe
2016,Czechia,Lithuania,3,Northern Europe
2016,Denmark,Lithuania,5,Northern Europe
2016,Estonia,Lithuania,5,Northern Europe
2016,Finland,Lithuania,6,Northern Europe
2016,France,Lithuania,0,Northern Europe
2016,Georgia,Lithuania,5,Northern Europe
2016,Germany,Lithuania,1,Northern Europe
2016,Greece,Lithuania,0,Northern Europe
2016,Hungary,Lithuania,3,Northern Europe
2016,Iceland,Lithuania,0,Northern Europe
2016,Ireland,Lithuania,0,Northern Europe
2016,Israel,Lithuania,1,Northern Europe
2016,Italy,Lithuania,0,Northern Europe
2016,Latvia,Lithuania,10,Northern Europe
2016,Malta,Lithuania,0,Northern Europe
2016,Moldova,Lithuania,4,Northern Europe
2016,Montenegro,Lithuania,0,Northern Europe
2016,Netherlands,Lithuania,0,Northern Europe
2016,North Macedonia,Lithuania,0,Northern Europe
2016,Norway,Lithuania,2,Northern Europe
2016,Poland,Lithuania,2,Northern Europe
2016,Russia,Lithuania,0,Northern Europe
2016,San Marino,Lithuania,0,Northern Europe
2016,Serbia,Lithuania,8,Northern Europe
2016,Slovenia,Lithuania,0,Northern Europe
2016,Spain,Lithuania,0,Northern Europe
2016,Sweden,Lithuania,2,Northern Europe
2016,Switzerland,Lithuania,7,Northern Europe
2016,Ukraine,Lithuania,12,Northern Europe
2016,United Kingdom,Lithuania,4,Northern Europe
2016,Albania,Belgium,0,Western Europe
2016,Armenia,Belgium,4,Western Europe
2016,Australia,Belgium,12,Western Europe
2016,Austria,Belgium,5,Western Europe
2016,Azerbaijan,Belgium,0,Western Europe
2016,Belarus,Belgium,4,Western Europe
2016,Bosnia and Herzegovina,Belgium,0,Western Europe
2016,Bulgaria,Belgium,10,Western Europe
2016,Croatia,Belgium,0,Western Europe
2016,Cyprus,Belgium,0,Western Europe
2016,Czechia,Belgium,2,Western Europe
2016,Denmark,Belgium,8,Western Europe
2016,Estonia,Belgium,0,Western Europe
2016,Finland,Belgium,0,Western Europe
2016,France,Belgium,0,Western Europe
2016,Georgia,Belgium,10,Western Europe
2016,Germany,Belgium,5,Western Europe
2016,Greece,Belgium,0,Western Europe
2016,Hungary,Belgium,0,Western Europe
2016,Iceland,Belgium,3,Western Europe
2016,Ireland,Belgium,12,Western Europe
2016,Israel,Belgium,6,Western Europe
2016,Italy,Belgium,0,Western Europe
2016,Latvia,Belgium,0,Western Europe
2016,Lithuania,Belgium,5,Western Europe
2016,Malta,Belgium,0,Western Europe
2016,Moldova,Belgium,0,Western Europe
2016,Montenegro,Belgium,3,Western Europe
2016,Netherlands,Belgium,4,Western Europe
2016,North Macedonia,Belgium,4,Western Europe
2016,Norway,Belgium,5,Western Europe
2016,Poland,Belgium,0,Western Europe
2016,Russia,Belgium,0,Western Europe
2016,San Marino,Belgium,0,Western Europe
2016,Serbia,Belgium,0,Western Europe
2016,Slovenia,Belgium,8,Western Europe
2016,Spain,Belgium,0,Western Europe
2016,Sweden,Belgium,0,Western Europe
2016,Switzerland,Belgium,10,Western Europe
2016,Ukraine,Belgium,10,Western Europe
2016,United Kingdom,Belgium,0,Western Europe
2016,Albania,Netherlands,0,Western Europe
2016,Armenia,Netherlands,0,Western Europe
2016,Australia,Netherlands,3,Western Europe
2016,Austria,Netherlands,0,Western Europe
2016,Azerbaijan,Netherlands,0,Western Europe
2016,Belarus,Netherlands,0,Western Europe
2016,Belgium,Netherlands,4,Western Europe
2016,Bosnia and Herzegovina,Netherlands,0,Western Europe
2016,Bulgaria,Netherlands,2,Western Europe
2016,Croatia,Netherlands,0,Western Europe
2016,Cyprus,Netherlands,0,Western Europe
2016,Czechia,Netherlands,7,Western Europe
2016,Denmark,Netherlands,7,Western Europe
2016,Estonia,Netherlands,6,Western Europe
2016,Finland,Netherlands,10,Western Europe
2016,France,Netherlands,7,Western Europe
2016,Georgia,Netherlands,0,Western Europe
2016,Germany,Netherlands,4,Western Europe
2016,Greece,Netherlands,0,Western Europe
2016,Hungary,Netherlands,6,Western Europe
2016,Iceland,Netherlands,12,Western Europe
2016,Ireland,Netherlands,8,Western Europe
2016,Israel,Netherlands,0,Western Europe
2016,Italy,Netherlands,4,Western Europe
2016,Latvia,Netherlands,3,Western Europe
2016,Lithuania,Netherlands,0,Western Europe
2016,Malta,Netherlands,0,Western Europe
2016,Moldova,Netherlands,0,Western Europe
2016,Montenegro,Netherlands,0,Western Europe
2016,North Macedonia,Netherlands,2,Western Europe
2016,Norway,Netherlands,6,Western Europe
2016,Poland,Netherlands,0,Western Europe
2016,Russia,Netherlands,0,Western Europe
2016,San Marino,Netherlands,4,Western Europe
2016,Serbia,Netherlands,5,Western Europe
2016,Slovenia,Netherlands,1,Western Europe
2016,Spain,Netherlands,3,Western Europe
2016,Sweden,Netherlands,5,Western Europe
2016,Switzerland,Netherlands,5,Western Europe
2016,Ukraine,Netherlands,0,Western Europe
2016,United Kingdom,Netherlands,0,Western Europe
2016,Albania,Malta,2,Southern Europe
2016,Armenia,Malta,8,Southern Europe
2016,Australia,Malta,0,Southern Europe
2016,Austria,Malta,10,Southern Europe
2016,Azerbaijan,Malta,6,Southern Europe
2016,Belarus,Malta,5,Southern Europe
2016,Belgium,Malta,0,Southern Europe
2016,Bosnia and Herzegovina,Malta,0,Southern Europe
2016,Bulgaria,Malta,7,Southern Europe
2016,Croatia,Malta,0,Southern Europe
2016,Cyprus,Malta,6,Southern Europe
2016,Czechia,Malta,6,Southern Europe
2016,Denmark,Malta,0,Southern Europe
2016,Estonia,Malta,2,Southern Europe
2016,Finland,Malta,5,Southern Europe
2016,France,Malta,4,Southern Europe
2016,Georgia,Malta,0,Southern Europe
2016,Germany,Malta,0,Southern Europe
2016,Greece,Malta,4,Southern Europe
2016,Hungary,Malta,10,Southern Europe
2016,Iceland,Malta,4,Southern Europe
2016,Ireland,Malta,0,Southern Europe
2016,Israel,Malta,0,Southern Europe
2016,Italy,Malta,5,Southern Europe
2016,Latvia,Malta,4,Southern Europe
2016,Lithuania,Malta,0,Southern Europe
2016,Moldova,Malta,3,Southern Europe
2016,Montenegro,Malta,12,Southern Europe
2016,Netherlands,Malta,0,Southern Europe
2016,North Macedonia,Malta,0,Southern Europe
2016,Norway,Malta,0,Southern Europe
2016,Poland,Malta,0,Southern Europe
2016,Russia,Malta,8,Southern Europe
2016,San Marino,Malta,3,Southern Europe
2016,Serbia,Malta,10,Southern Europe
2016,Slovenia,Malta,0,Southern Europe
2016,Spain,Malta,6,Southern Europe
2016,Sweden,Malta,7,Southern Europe
2016,Switzerland,Malta,0,Southern Europe
2016,Ukraine,Malta,0,Southern Europe
2016,United Kingdom,Malta,0,Southern Europe
2016,Albania,Austria,0,Central Europe
2016,Armenia,Austria,0,Central Europe
2016,Australia,Austria,0,Central Europe
2016,Azerbaijan,Austria,0,Central Europe
2016,Belarus,Austria,0,Central Europe
2016,Belgium,Austria,5,Central Europe
2016,Bosnia and Herzegovina,Austria,0,Central Europe
2016,Bulgaria,Austria,0,Central Europe
2016,Croatia,Austria,0,Central Europe
2016,Cyprus,Austria,0,Central Europe
2016,Czechia,Austria,0,Central Europe
2016,Denmark,Austria,0,Central Europe
2016,Estonia,Austria,0,Central Europe
2016,Finland,Austria,4,Central Europe
2016,France,Austria,8,Central Europe
2016,Georgia,Austria,0,Central Europe
2016,Germany,Austria,0,Central Europe
2016,Greece,Austria,0,Central Europe
2016,Hungary,Austria,0,Central Europe
2016,Iceland,Austria,1,Central Europe
2016,Ireland,Austria,0,Central Europe
2016,Israel,Austria,0,Central Europe
2016,Italy,Austria,0,Central Europe
2016,Latvia,Austria,0,Central Europe
2016,Lithuania,Austria,0,Central Europe
2016,Malta,Austria,0,Central Europe
2016,Moldova,Austria,0,Central Europe
2016,Montenegro,Austria,0,Central Europe
2016,Netherlands,Austria,8,Central Europe
2016,North Macedonia,Austria,0,Central Europe
2016,Norway,Austria,0,Central Europe
2016,Poland,Austria,0,Central Europe
2016,Russia,Austria,0,Central Europe
2016,San Marino,Austria,1,Central Europe
2016,Serbia,Austria,0,Central Europe
2016,Slovenia,Austria,0,Central Europe
2016,Spain,Austria,0,Central Europe
2016,Sweden,Austria,0,Central Europe
2016,Switzerland,Austria,4,Central Europe
2016,Ukraine,Austria,0,Central Europe
2016,United Kingdom,Austria,0,Central Europe
2016,Albania,Israel,3,Other
2016,Armenia,Israel,0,Other
2016,Australia,Israel,10,Other
2016,Austria,Israel,0,Other
2016,Azerbaijan,Israel,3,Other
2016,Belarus,Israel,0,Other
2016,Belgium,Israel,2,Other
2016,Bosnia and Herzegovina,Israel,0,Other
2016,Bulgaria,Israel,0,Other
2016,Croatia,Israel,7,Other
2016,Cyprus,Israel,5,Other
2016,Czechia,Israel,0,Other
2016,Denmark,Israel,2,Other
2016,Estonia,Israel,0,Other
2016,Finland,Israel,7,Other
2016,France,Israel,0,Other
2016,Georgia,Israel,3,Other
2016,Germany,Israel,12,Other
2016,Greece,Israel,0,Other
2016,Hungary,Israel,0,Other
2016,Iceland,Israel,0,Other
2016,Ireland,Israel,4,Other
2016,Italy,Israel,8,Other
2016,Latvia,Israel,2,Other
2016,Lithuania,Israel,6,Other
2016,Malta,Israel,1,Other
2016,Moldova,Israel,0,Other
2016,Montenegro,Israel,0,Other
2016,Netherlands,Israel,7,Other
2016,North Macedonia,Israel,5,Other
2016,Norway,Israel,3,Other
2016,Poland,Israel,7,Other
2016,Russia,Israel,0,Other
2016,San Marino,Israel,0,Other
2016,Serbia,Israel,7,Other
2016,Slovenia,Israel,2,Other
2016,Spain,Israel,1,Other
2016,Sweden,Israel,0,Other
2016,Switzerland,Israel,8,Other
2016,Ukraine,Israel,6,Other
2016,United Kingdom,Israel,3,Other
2016,Albania,Latvia,0,Northern Europe
2016,Armenia,Latvia,0,Northern Europe
2016,Australia,Latvia,0,Northern Europe
2016,Austria,Latvia,0,Northern Europe
2016,Azerbaijan,Latvia,0,Northern Europe
2016,Belarus,Latvia,0,Northern Europe
2016,Belgium,Latvia,0,Northern Europe
2016,Bosnia and Herzegovina,Latvia,0,Northern Europe
2016,Bulgaria,Latvia,0,Northern Europe
2016,Croatia,Latvia,0,Northern Europe
2016,Cyprus,Latvia,0,Northern Europe
2016,Czechia,Latvia,1,Northern Europe
2016,Denmark,Latvia,0,Northern Europe
2016,Estonia,Latvia,8,Northern Europe
2016,Finland,Latvia,0,Northern Europe
2016,France,Latvia,0,Northern Europe
2016,Georgia,Latvia,7,Northern Europe
2016,Germany,Latvia,2,Northern Europe
2016,Greece,Latvia,0,Northern Europe
2016,Hungary,Latvia,8,Northern Europe
2016,Iceland,Latvia,0,Northern Europe
2016,Ireland,Latvia,1,Northern Europe
2016,Israel,Latvia,5,Northern Europe
2016,Italy,Latvia,0,Northern Europe
2016,Lithuania,Latvia,7,Northern Europe
2016,Malta,Latvia,0,Northern Europe
2016,Moldova,Latvia,0,Northern Europe
2016,Montenegro,Latvia,0,Northern Europe
2016,Netherlands,Latvia,0,Northern Europe
2016,North Macedonia,Latvia,3,Northern Europe
2016,Norway,Latvia,0,Northern Europe
2016,Poland,Latvia,6,Northern Europe
2016,Russia,Latvia,3,Northern Europe
2016,San Marino,Latvia,0,Northern Europe
2016,Serbia,Latvia,0,Northern Europe
2016,Slovenia,Latvia,7,Northern Europe
2016,Spain,Latvia,0,Northern Europe
2016,Sweden,Latvia,0,Northern Europe
2016,Switzerland,Latvia,3,Northern Europe
2016,Ukraine,Latvia,8,Northern Europe
2016,United Kingdom,Latvia,0,Northern Europe
2016,Albania,Italy,8,Southern Europe
2016,Armenia,Italy,0,Southern Europe
2016,Australia,Italy,0,Southern Europe
2016,Austria,Italy,0,Southern Europe
2016,Azerbaijan,Italy,0,Southern Europe
2016,Belarus,Italy,0,Southern Europe
2016,Belgium,Italy,10,Southern Europe
2016,Bosnia and Herzegovina,Italy,0,Southern Europe
2016,Bulgaria,Italy,0,Southern Europe
2016,Croatia,Italy,3,Southern Europe
2016,Cyprus,Italy,3,Southern Europe
2016,Czechia,Italy,0,Southern Europe
2016,Denmark,Italy,0,Southern Europe
2016,Estonia,Italy,0,Southern Europe
2016,Finland,Italy,2,Southern Europe
2016,France,Italy,12,Southern Europe
2016,Georgia,Italy,0,Southern Europe
2016,Germany,Italy,3,Southern Europe
2016,Greece,Italy,0,Southern Europe
2016,Hungary,Italy,0,Southern Europe
2016,Iceland,Italy,0,Southern Europe
2016,Ireland,Italy,6,Southern Europe
2016,Israel,Italy,0,Southern Europe
2016,Latvia,Italy,0,Southern Europe
2016,Lithuania,Italy,0,Southern Europe
2016,Malta,Italy,8,Southern Europe
2016,Moldova,Italy,0,Southern Europe
2016,Montenegro,Italy,0,Southern Europe
2016,Netherlands,Italy,6,Southern Europe
2016,North Macedonia,Italy,0,Southern Europe
2016,Norway,Italy,12,Southern Europe
2016,Poland,Italy,0,Southern Europe
2016,Russia,Italy,0,Southern Europe
2016,San Marino,Italy,10,Southern Europe
2016,Serbia,Italy,0,Southern Europe
2016,Slovenia,Italy,0,Southern Europe
2016,Spain,Italy,5,Southern Europe
2016,Sweden,Italy,0,Southern Europe
2016,Switzerland,Italy,2,Southern Europe
2016,Ukraine,Italy,0,Southern Europe
2016,United Kingdom,Italy,0,Southern Europe
2016,Albania,Azerbaijan,0,Other
2016,Armenia,Azerbaijan,0,Other
2016,Australia,Azerbaijan,0,Other
2016,Austria,Azerbaijan,0,Other
2016,Belarus,Azerbaijan,2,Other
2016,Belgium,Azerbaijan,0,Other
2016,Bosnia and Herzegovina,Azerbaijan,1,Other
